cell_type,flow,flow_drop,reachable_pairs,pairs_lost,intact_flow,intact_reachable_pairs
IN01B082,10645,2,237405,0,10647,237405
IN01B092,10645,2,237405,0,10647,237405
IN01B094,10645,2,237405,0,10647,237405
IN01B095,10645,2,237405,0,10647,237405
IN01B097,10645,2,237405,0,10647,237405
IN01B098,10645,2,237405,0,10647,237405
IN01B100,10645,2,237405,0,10647,237405
IN02A004,10645,2,237405,0,10647,237405
IN02A015,10645,2,237405,0,10647,237405
IN02A021,10645,2,237405,0,10647,237405
IN02A028,10645,2,237405,0,10647,237405
IN02A032,10645,2,237405,0,10647,237405
IN02A037,10645,2,237405,0,10647,237405
IN02A064,10645,2,237405,0,10647,237405
IN03A012,10645,2,237405,0,10647,237405
IN03A022,10645,2,237405,0,10647,237405
IN03A026_d,10645,2,237405,0,10647,237405
IN03A035,10645,2,237405,0,10647,237405
IN03A036,10645,2,237405,0,10647,237405
IN03A039,10645,2,237405,0,10647,237405
IN03A043,10645,2,237405,0,10647,237405
IN03A066,10645,2,237405,0,10647,237405
IN03B035,10645,2,237405,0,10647,237405
IN03B051,10645,2,237405,0,10647,237405
IN03B057,10645,2,237405,0,10647,237405
IN03B070,10645,2,237405,0,10647,237405
IN03B071,10645,2,237405,0,10647,237405
IN03B072,10645,2,237405,0,10647,237405
IN03B081,10645,2,237405,0,10647,237405
IN03B085,10645,2,237405,0,10647,237405
IN03B086_b,10645,2,237405,0,10647,237405
IN03B086_d,10645,2,237405,0,10647,237405
IN03B088,10645,2,237405,0,10647,237405
IN04B005,10645,2,237405,0,10647,237405
IN04B008,10645,2,237405,0,10647,237405
IN04B020,10645,2,237405,0,10647,237405
IN04B025,10645,2,237405,0,10647,237405
IN04B047,10645,2,237405,0,10647,237405
IN04B049_a,10645,2,237405,0,10647,237405
IN04B053,10645,2,237405,0,10647,237405
IN04B057,10645,2,237405,0,10647,237405
IN04B062,10645,2,237405,0,10647,237405
IN04B072,10645,2,237405,0,10647,237405
IN04B078,10645,2,237405,0,10647,237405
IN04B089,10645,2,237405,0,10647,237405
IN04B094,10645,2,237405,0,10647,237405
IN04B095,10645,2,237405,0,10647,237405
IN04B101,10645,2,237405,0,10647,237405
IN04B112,10645,2,237405,0,10647,237405
IN05B005,10645,2,237405,0,10647,237405
IN05B013,10645,2,237405,0,10647,237405
IN05B017,10645,2,237405,0,10647,237405
IN05B018,10645,2,237405,0,10647,237405
IN05B033,10645,2,237405,0,10647,237405
IN05B036,10645,2,237405,0,10647,237405
IN05B065,10645,2,237405,0,10647,237405
IN05B072_a,10645,2,237405,0,10647,237405
IN05B088,10645,2,237405,0,10647,237405
IN06A006,10645,2,237405,0,10647,237405
IN06A014,10645,2,237405,0,10647,237405
IN06A022,10645,2,237405,0,10647,237405
IN06A023,10645,2,237405,0,10647,237405
IN06A031,10645,2,237405,0,10647,237405
IN06A035,10645,2,237405,0,10647,237405
IN06A040,10645,2,237405,0,10647,237405
IN06A046,10645,2,237405,0,10647,237405
IN06A059,10645,2,237405,0,10647,237405
IN06A067_d,10645,2,237405,0,10647,237405
IN06A072,10645,2,237405,0,10647,237405
IN06A073,10645,2,237405,0,10647,237405
IN06A077,10645,2,237405,0,10647,237405
IN06A082,10645,2,237405,0,10647,237405
IN06A083,10645,2,237405,0,10647,237405
IN06A084,10645,2,237405,0,10647,237405
IN06A097,10645,2,237405,0,10647,237405
IN06A100,10645,2,237405,0,10647,237405
IN06A101,10645,2,237405,0,10647,237405
IN06A108,10645,2,237405,0,10647,237405
IN06A114,10645,2,237405,0,10647,237405
IN06A136,10645,2,237405,0,10647,237405
IN06A139,10645,2,237405,0,10647,237405
IN06B029,10645,2,237405,0,10647,237405
IN06B040,10645,2,237405,0,10647,237405
IN06B042,10645,2,237405,0,10647,237405
IN06B047,10645,2,237405,0,10647,237405
IN06B071,10645,2,237405,0,10647,237405
IN06B082,10645,2,237405,0,10647,237405
IN06B087,10645,2,237405,0,10647,237405
IN07B010,10645,2,237405,0,10647,237405
IN07B023,10645,2,237405,0,10647,237405
IN07B031,10645,2,237405,0,10647,237405
IN07B051,10645,2,237405,0,10647,237405
IN07B061,10645,2,237405,0,10647,237405
IN07B073_d,10645,2,237405,0,10647,237405
IN07B076_b,10645,2,237405,0,10647,237405
IN07B092_a,10645,2,237405,0,10647,237405
IN07B092_c,10645,2,237405,0,10647,237405
IN07B098,10645,2,237405,0,10647,237405
IN07B102,10645,2,237405,0,10647,237405
IN07B104,10645,2,237405,0,10647,237405
IN08A006,10645,2,237405,0,10647,237405
IN08A030,10645,2,237405,0,10647,237405
IN08A034,10645,2,237405,0,10647,237405
IN08A037,10645,2,237405,0,10647,237405
IN08A047,10645,2,237405,0,10647,237405
IN08A050,10645,2,237405,0,10647,237405
IN08B019,10645,2,237405,0,10647,237405
IN08B038,10645,2,237405,0,10647,237405
IN08B040,10645,2,237405,0,10647,237405
IN08B051_b,10645,2,237405,0,10647,237405
IN08B051_e,10645,2,237405,0,10647,237405
IN08B054,10645,2,237405,0,10647,237405
IN08B062,10645,2,237405,0,10647,237405
IN08B064,10645,2,237405,0,10647,237405
IN08B065,10645,2,237405,0,10647,237405
IN08B068,10645,2,237405,0,10647,237405
IN08B070_b,10645,2,237405,0,10647,237405
IN09A015,10645,2,237405,0,10647,237405
IN09A035,10645,2,237405,0,10647,237405
IN09A056,10645,2,237405,0,10647,237405
IN09A057,10645,2,237405,0,10647,237405
IN09A071,10645,2,237405,0,10647,237405
IN09A074,10645,2,237405,0,10647,237405
IN09A075,10645,2,237405,0,10647,237405
IN09A081,10645,2,237405,0,10647,237405
IN09A087,10645,2,237405,0,10647,237405
IN09A094,10645,2,237405,0,10647,237405
IN09B043,10645,2,237405,0,10647,237405
IN10B006,10645,2,237405,0,10647,237405
IN10B016,10645,2,237405,0,10647,237405
IN10B036,10645,2,237405,0,10647,237405
IN11A005,10645,2,237405,0,10647,237405
IN11A012,10645,2,237405,0,10647,237405
"IN11A015,IN11A027",10645,2,237405,0,10647,237405
IN11A026,10645,2,237405,0,10647,237405
IN11A031,10645,2,237405,0,10647,237405
IN11B001,10645,2,237405,0,10647,237405
IN11B012,10645,2,237405,0,10647,237405
IN11B017_a,10645,2,237405,0,10647,237405
IN11B017_b,10645,2,237405,0,10647,237405
IN11B020,10645,2,237405,0,10647,237405
IN11B021_c,10645,2,237405,0,10647,237405
IN11B022_c,10645,2,237405,0,10647,237405
IN11B022_e,10645,2,237405,0,10647,237405
IN12A004,10645,2,237405,0,10647,237405
IN12A009,10645,2,237405,0,10647,237405
IN12A010,10645,2,237405,0,10647,237405
IN12A052_a,10645,2,237405,0,10647,237405
IN12A054,10645,2,237405,0,10647,237405
IN12A058,10645,2,237405,0,10647,237405
IN12A061_c,10645,2,237405,0,10647,237405
IN12B041,10645,2,237405,0,10647,237405
IN12B049,10645,2,237405,0,10647,237405
IN12B051,10645,2,237405,0,10647,237405
IN12B068_b,10645,2,237405,0,10647,237405
IN12B078,10645,2,237405,0,10647,237405
IN12B084,10645,2,237405,0,10647,237405
IN13A006,10645,2,237405,0,10647,237405
IN13A013,10645,2,237405,0,10647,237405
IN13A017,10645,2,237405,0,10647,237405
IN13A019,10645,2,237405,0,10647,237405
IN13A025,10645,2,237405,0,10647,237405
IN13A027,10645,2,237405,0,10647,237405
IN13A038,10645,2,237405,0,10647,237405
IN13A050,10645,2,237405,0,10647,237405
IN13B018,10645,2,237405,0,10647,237405
IN13B021,10645,2,237405,0,10647,237405
IN13B024,10645,2,237405,0,10647,237405
IN13B028,10645,2,237405,0,10647,237405
IN13B053,10645,2,237405,0,10647,237405
IN13B056,10645,2,237405,0,10647,237405
IN13B058,10645,2,237405,0,10647,237405
IN13B061,10645,2,237405,0,10647,237405
IN13B065,10645,2,237405,0,10647,237405
IN13B079,10645,2,237405,0,10647,237405
IN13B085,10645,2,237405,0,10647,237405
IN13B088,10645,2,237405,0,10647,237405
IN13B105,10645,2,237405,0,10647,237405
IN14A007,10645,2,237405,0,10647,237405
IN14A014,10645,2,237405,0,10647,237405
IN14A022,10645,2,237405,0,10647,237405
IN14A034,10645,2,237405,0,10647,237405
IN14A037,10645,2,237405,0,10647,237405
IN14A039,10645,2,237405,0,10647,237405
IN14A041,10645,2,237405,0,10647,237405
"IN14A042,IN14A047",10645,2,237405,0,10647,237405
IN14A051,10645,2,237405,0,10647,237405
IN14A057,10645,2,237405,0,10647,237405
IN14A063,10645,2,237405,0,10647,237405
IN14A085_b,10645,2,237405,0,10647,237405
IN14A086,10645,2,237405,0,10647,237405
IN14A093,10645,2,237405,0,10647,237405
IN14A098,10645,2,237405,0,10647,237405
IN14A107,10645,2,237405,0,10647,237405
IN14A111,10645,2,237405,0,10647,237405
IN14A114,10645,2,237405,0,10647,237405
IN16B014,10645,2,237405,0,10647,237405
IN16B037,10645,2,237405,0,10647,237405
IN16B052,10645,2,237405,0,10647,237405
IN16B056,10645,2,237405,0,10647,237405
IN16B061,10645,2,237405,0,10647,237405
IN16B064,10645,2,237405,0,10647,237405
IN16B068_a,10645,2,237405,0,10647,237405
IN16B075_e,10645,2,237405,0,10647,237405
IN16B075_f,10645,2,237405,0,10647,237405
IN16B075_g,10645,2,237405,0,10647,237405
IN16B075_i,10645,2,237405,0,10647,237405
IN16B076,10645,2,237405,0,10647,237405
IN16B082,10645,2,237405,0,10647,237405
IN16B085,10645,2,237405,0,10647,237405
IN16B086,10645,2,237405,0,10647,237405
IN16B100_b,10645,2,237405,0,10647,237405
IN16B100_c,10645,2,237405,0,10647,237405
IN16B118,10645,2,237405,0,10647,237405
IN16B122,10645,2,237405,0,10647,237405
IN17A025,10645,2,237405,0,10647,237405
IN17A027,10645,2,237405,0,10647,237405
IN17A033,10645,2,237405,0,10647,237405
IN17A039,10645,2,237405,0,10647,237405
IN17A067,10645,2,237405,0,10647,237405
"IN17A082,IN17A086",10645,2,237405,0,10647,237405
IN17A095,10645,2,237405,0,10647,237405
IN17A097,10645,2,237405,0,10647,237405
"IN17A109,IN17A120",10645,2,237405,0,10647,237405
IN18B005,10645,2,237405,0,10647,237405
IN18B013,10645,2,237405,0,10647,237405
IN18B020,10645,2,237405,0,10647,237405
IN18B021,10645,2,237405,0,10647,237405
IN18B039,10645,2,237405,0,10647,237405
IN19A016,10645,2,237405,0,10647,237405
IN19A019,10645,2,237405,0,10647,237405
IN19A028,10645,2,237405,0,10647,237405
IN19A033,10645,2,237405,0,10647,237405
IN19A034,10645,2,237405,0,10647,237405
IN19A056,10645,2,237405,0,10647,237405
IN19A073,10645,2,237405,0,10647,237405
IN19B002,10645,2,237405,0,10647,237405
IN19B011,10645,2,237405,0,10647,237405
IN19B020,10645,2,237405,0,10647,237405
IN19B030,10645,2,237405,0,10647,237405
IN19B040,10645,2,237405,0,10647,237405
IN19B050,10645,2,237405,0,10647,237405
IN19B056,10645,2,237405,0,10647,237405
IN19B057,10645,2,237405,0,10647,237405
IN19B064,10645,2,237405,0,10647,237405
IN19B067,10645,2,237405,0,10647,237405
IN19B069,10645,2,237405,0,10647,237405
IN19B085,10645,2,237405,0,10647,237405
IN19B088,10645,2,237405,0,10647,237405
IN19B092,10645,2,237405,0,10647,237405
IN19B095,10645,2,237405,0,10647,237405
IN19B112,10645,2,237405,0,10647,237405
IN20A.22A008,10645,2,237405,0,10647,237405
IN20A.22A011,10645,2,237405,0,10647,237405
IN20A.22A012,10645,2,237405,0,10647,237405
IN20A.22A018,10645,2,237405,0,10647,237405
IN20A.22A033,10645,2,237405,0,10647,237405
IN20A.22A038,10645,2,237405,0,10647,237405
IN20A.22A048,10645,2,237405,0,10647,237405
IN21A001,10645,2,237405,0,10647,237405
IN21A004,10645,2,237405,0,10647,237405
IN21A007,10645,2,237405,0,10647,237405
IN21A038,10645,2,237405,0,10647,237405
IN21A049,10645,2,237405,0,10647,237405
IN21A052,10645,2,237405,0,10647,237405
IN21A078,10645,2,237405,0,10647,237405
IN23B044,10645,2,237405,0,10647,237405
"IN23B044,IN23B057",10645,2,237405,0,10647,237405
IN23B053,10645,2,237405,0,10647,237405
IN23B064,10645,2,237405,0,10647,237405
IN23B066,10645,2,237405,0,10647,237405
IN23B068,10645,2,237405,0,10647,237405
IN23B071,10645,2,237405,0,10647,237405
IN23B075,10645,2,237405,0,10647,237405
IN23B087,10645,2,237405,0,10647,237405
IN23B094,10645,2,237405,0,10647,237405
IN26X003,10645,2,237405,0,10647,237405
IN27X004,10645,2,237405,0,10647,237405
INXXX091,10645,2,237405,0,10647,237405
INXXX096,10645,2,237405,0,10647,237405
INXXX122,10645,2,237405,0,10647,237405
INXXX124,10645,2,237405,0,10647,237405
INXXX147,10645,2,237405,0,10647,237405
INXXX184,10645,2,237405,0,10647,237405
INXXX204,10645,2,237405,0,10647,237405
INXXX225,10645,2,237405,0,10647,237405
INXXX231,10645,2,237405,0,10647,237405
INXXX237,10645,2,237405,0,10647,237405
INXXX240,10645,2,237405,0,10647,237405
INXXX249,10645,2,237405,0,10647,237405
INXXX252,10645,2,237405,0,10647,237405
INXXX260,10645,2,237405,0,10647,237405
INXXX297,10645,2,237405,0,10647,237405
INXXX301,10645,2,237405,0,10647,237405
INXXX306,10645,2,237405,0,10647,237405
INXXX307,10645,2,237405,0,10647,237405
INXXX317,10645,2,237405,0,10647,237405
INXXX333,10645,2,237405,0,10647,237405
INXXX340,10645,2,237405,0,10647,237405
INXXX341,10645,2,237405,0,10647,237405
INXXX346,10645,2,237405,0,10647,237405
INXXX350,10645,2,237405,0,10647,237405
INXXX351,10645,2,237405,0,10647,237405
INXXX355,10645,2,237405,0,10647,237405
INXXX373,10645,2,237405,0,10647,237405
INXXX382_b,10645,2,237405,0,10647,237405
INXXX386,10645,2,237405,0,10647,237405
INXXX402,10645,2,237405,0,10647,237405
INXXX425,10645,2,237405,0,10647,237405
INXXX437,10645,2,237405,0,10647,237405
INXXX438,10645,2,237405,0,10647,237405
INXXX440,10645,2,237405,0,10647,237405
INXXX441,10645,2,237405,0,10647,237405
INXXX443,10645,2,237405,0,10647,237405
INXXX452,10645,2,237405,0,10647,237405
INXXX454,10645,2,237405,0,10647,237405
INXXX456,10645,2,237405,0,10647,237405
INXXX468,10645,2,237405,0,10647,237405
INXXX473,10645,2,237405,0,10647,237405
LAL156_a,10645,2,237405,0,10647,237405
LHAD4a1,10645,2,237405,0,10647,237405
LHPV4b5,10645,2,237405,0,10647,237405
LHPV5g1_b,10645,2,237405,0,10647,237405
LoVC14,10645,2,237405,0,10647,237405
M_l2PN10t19,10645,2,237405,0,10647,237405
M_l2PN3t18,10645,2,237405,0,10647,237405
M_l2PNl23,10645,2,237405,0,10647,237405
M_l2PNm15,10645,2,237405,0,10647,237405
M_lPNm11D,10645,2,237405,0,10647,237405
M_lv2PN9t49_b,10645,2,237405,0,10647,237405
M_lvPNm29,10645,2,237405,0,10647,237405
M_lvPNm30,10645,2,237405,0,10647,237405
M_lvPNm43,10645,2,237405,0,10647,237405
M_lvPNm44,10645,2,237405,0,10647,237405
M_lvPNm47,10645,2,237405,0,10647,237405
M_vPNml55,10645,2,237405,0,10647,237405
M_vPNml60,10645,2,237405,0,10647,237405
M_vPNml75,10645,2,237405,0,10647,237405
M_vPNml76,10645,2,237405,0,10647,237405
M_vPNml77,10645,2,237405,0,10647,237405
M_vPNml86,10645,2,237405,0,10647,237405
MeVP11,10645,2,237405,0,10647,237405
MeVPLp1,10645,2,237405,0,10647,237405
PRW003,10645,2,237405,0,10647,237405
PRW033,10645,2,237405,0,10647,237405
PRW034,10645,2,237405,0,10647,237405
PRW037,10645,2,237405,0,10647,237405
PRW039,10645,2,237405,0,10647,237405
PRW042,10645,2,237405,0,10647,237405
PRW044,10645,2,237405,0,10647,237405
PRW055,10645,2,237405,0,10647,237405
PRW058,10645,2,237405,0,10647,237405
PRW059,10645,2,237405,0,10647,237405
PRW065,10645,2,237405,0,10647,237405
PRW071,10645,2,237405,0,10647,237405
PRW072,10645,2,237405,0,10647,237405
PS053,10645,2,237405,0,10647,237405
PS078,10645,2,237405,0,10647,237405
PS089,10645,2,237405,0,10647,237405
PS138,10645,2,237405,0,10647,237405
PS241,10645,2,237405,0,10647,237405
PS312,10645,2,237405,0,10647,237405
PS326,10645,2,237405,0,10647,237405
PS350,10645,2,237405,0,10647,237405
SAD040,10645,2,237405,0,10647,237405
SAD049,10645,2,237405,0,10647,237405
SAD055,10645,2,237405,0,10647,237405
SAD091,10645,2,237405,0,10647,237405
SAD117,10645,2,237405,0,10647,237405
SLP179_a,10645,2,237405,0,10647,237405
SLP236,10645,2,237405,0,10647,237405
SLP274,10645,2,237405,0,10647,237405
SLP287,10645,2,237405,0,10647,237405
SLP313,10645,2,237405,0,10647,237405
SLP472,10645,2,237405,0,10647,237405
SMP169,10645,2,237405,0,10647,237405
TN1c_b,10645,2,237405,0,10647,237405
TN1c_c,10645,2,237405,0,10647,237405
Tm5b,10645,2,237405,0,10647,237405
VA1d_adPN,10645,2,237405,0,10647,237405
VA1v_adPN,10645,2,237405,0,10647,237405
VA1v_vPN,10645,2,237405,0,10647,237405
VA2_adPN,10645,2,237405,0,10647,237405
VA5_lPN,10645,2,237405,0,10647,237405
VC2_lPN,10645,2,237405,0,10647,237405
VC3_adPN,10645,2,237405,0,10647,237405
VC4_adPN,10645,2,237405,0,10647,237405
VL1_vPN,10645,2,237405,0,10647,237405
VL2a_vPN,10645,2,237405,0,10647,237405
VL2p_adPN,10645,2,237405,0,10647,237405
VM4_lvPN,10645,2,237405,0,10647,237405
VM5d_adPN,10645,2,237405,0,10647,237405
VP1m+VP2_lvPN1,10645,2,237405,0,10647,237405
VP1m+VP2_lvPN2,10645,2,237405,0,10647,237405
VP1m+VP5_ilPN,10645,2,237405,0,10647,237405
VP2+VC5_l2PN,10645,2,237405,0,10647,237405
VP3+_l2PN,10645,2,237405,0,10647,237405
VP4_vPN,10645,2,237405,0,10647,237405
VP5+VP3_l2PN,10645,2,237405,0,10647,237405
V_ilPN,10645,2,237405,0,10647,237405
WED080,10645,2,237405,0,10647,237405
WED082,10645,2,237405,0,10647,237405
WED084,10645,2,237405,0,10647,237405
WED108,10645,2,237405,0,10647,237405
WED117,10645,2,237405,0,10647,237405
WED118,10645,2,237405,0,10647,237405
WED161,10645,2,237405,0,10647,237405
WED162,10645,2,237405,0,10647,237405
WED190,10645,2,237405,0,10647,237405
WED206,10645,2,237405,0,10647,237405
WED207,10645,2,237405,0,10647,237405
WED26,10645,2,237405,0,10647,237405
WEDPN1B,10645,2,237405,0,10647,237405
WEDPN8C,10645,2,237405,0,10647,237405
WEDPN9,10645,2,237405,0,10647,237405
aMe6c,10645,2,237405,0,10647,237405
dMS10,10645,2,237405,0,10647,237405
l2LN22,10645,2,237405,0,10647,237405
mALB3,10645,2,237405,0,10647,237405
mAL_m9,10645,2,237405,0,10647,237405
v2LN32,10645,2,237405,0,10647,237405
v2LN34E,10645,2,237405,0,10647,237405
v2LN39a,10645,2,237405,0,10647,237405
v2LN4,10645,2,237405,0,10647,237405
v2LN46,10645,2,237405,0,10647,237405
v2LN47,10645,2,237405,0,10647,237405
v2LN5,10645,2,237405,0,10647,237405
vLN26,10645,2,237405,0,10647,237405
vLN28,10645,2,237405,0,10647,237405
vLN29,10645,2,237405,0,10647,237405
JO-EV4,10646,1,236740,665,10647,237405
SApp07,10646,1,236740,665,10647,237405
"SNpp20,SApp02",10646,1,236740,665,10647,237405
SNpp46,10646,1,236740,665,10647,237405
"SNta19,SNta37",10646,1,236740,665,10647,237405
SNta22,10646,1,236740,665,10647,237405
"SNta25,SNta30",10646,1,236740,665,10647,237405
SNxx05,10646,1,236740,665,10647,237405
Acc. tr flexor MN,10646,1,237048,357,10647,237405
CvN7,10646,1,237048,357,10647,237405
DNa08,10646,1,237048,357,10647,237405
DNa10,10646,1,237048,357,10647,237405
DNb06,10646,1,237048,357,10647,237405
DNd03,10646,1,237048,357,10647,237405
DNd04,10646,1,237048,357,10647,237405
DNde007,10646,1,237048,357,10647,237405
DNg02_a,10646,1,237048,357,10647,237405
DNg05_c,10646,1,237048,357,10647,237405
DNg11,10646,1,237048,357,10647,237405
DNg12_c,10646,1,237048,357,10647,237405
DNg12_e,10646,1,237048,357,10647,237405
DNg21,10646,1,237048,357,10647,237405
DNg22,10646,1,237048,357,10647,237405
DNg27,10646,1,237048,357,10647,237405
DNg32,10646,1,237048,357,10647,237405
DNg39,10646,1,237048,357,10647,237405
DNg47,10646,1,237048,357,10647,237405
DNg61,10646,1,237048,357,10647,237405
DNg63,10646,1,237048,357,10647,237405
DNg77,10646,1,237048,357,10647,237405
DNg98,10646,1,237048,357,10647,237405
DNge001,10646,1,237048,357,10647,237405
DNge002,10646,1,237048,357,10647,237405
DNge027,10646,1,237048,357,10647,237405
DNge028,10646,1,237048,357,10647,237405
DNge029,10646,1,237048,357,10647,237405
DNge030,10646,1,237048,357,10647,237405
DNge032,10646,1,237048,357,10647,237405
DNge045,10646,1,237048,357,10647,237405
DNge048,10646,1,237048,357,10647,237405
DNge055,10646,1,237048,357,10647,237405
DNge060,10646,1,237048,357,10647,237405
DNge061,10646,1,237048,357,10647,237405
DNge068,10646,1,237048,357,10647,237405
DNge086,10646,1,237048,357,10647,237405
DNge096,10646,1,237048,357,10647,237405
DNge102,10646,1,237048,357,10647,237405
DNge107,10646,1,237048,357,10647,237405
DNge137,10646,1,237048,357,10647,237405
DNge138,10646,1,237048,357,10647,237405
DNge140,10646,1,237048,357,10647,237405
DNge143,10646,1,237048,357,10647,237405
DNge144,10646,1,237048,357,10647,237405
DNge148,10646,1,237048,357,10647,237405
DNge176,10646,1,237048,357,10647,237405
DNge180,10646,1,237048,357,10647,237405
DNge183,10646,1,237048,357,10647,237405
DNp01,10646,1,237048,357,10647,237405
DNp02,10646,1,237048,357,10647,237405
DNp10,10646,1,237048,357,10647,237405
DNp14,10646,1,237048,357,10647,237405
DNp16_a,10646,1,237048,357,10647,237405
DNp19,10646,1,237048,357,10647,237405
DNp20,10646,1,237048,357,10647,237405
DNp58,10646,1,237048,357,10647,237405
DNpe002,10646,1,237048,357,10647,237405
DNpe026,10646,1,237048,357,10647,237405
DNpe035,10646,1,237048,357,10647,237405
DNpe039,10646,1,237048,357,10647,237405
DNpe041,10646,1,237048,357,10647,237405
DNpe057,10646,1,237048,357,10647,237405
DVMn 1a-c,10646,1,237048,357,10647,237405
"DVMn 2a, b",10646,1,237048,357,10647,237405
FNM2,10646,1,237048,357,10647,237405
GNG276,10646,1,237048,357,10647,237405
GNG283,10646,1,237048,357,10647,237405
GNG650,10646,1,237048,357,10647,237405
GNG651,10646,1,237048,357,10647,237405
GNG652,10646,1,237048,357,10647,237405
MN10,10646,1,237048,357,10647,237405
MN11D,10646,1,237048,357,10647,237405
MN13,10646,1,237048,357,10647,237405
MN2Db,10646,1,237048,357,10647,237405
MN3M,10646,1,237048,357,10647,237405
MN4a,10646,1,237048,357,10647,237405
MN4b,10646,1,237048,357,10647,237405
MN6,10646,1,237048,357,10647,237405
MN7,10646,1,237048,357,10647,237405
MN9,10646,1,237048,357,10647,237405
MNad05,10646,1,237048,357,10647,237405
MNad10,10646,1,237048,357,10647,237405
MNad11,10646,1,237048,357,10647,237405
MNad22,10646,1,237048,357,10647,237405
MNad24,10646,1,237048,357,10647,237405
MNad30,10646,1,237048,357,10647,237405
MNad41,10646,1,237048,357,10647,237405
MNad43,10646,1,237048,357,10647,237405
MNad50,10646,1,237048,357,10647,237405
MNad54,10646,1,237048,357,10647,237405
MNad62,10646,1,237048,357,10647,237405
MNad65,10646,1,237048,357,10647,237405
MNad69,10646,1,237048,357,10647,237405
MNml83,10646,1,237048,357,10647,237405
MNnm08,10646,1,237048,357,10647,237405
MNnm09,10646,1,237048,357,10647,237405
Sternotrochanter MN,10646,1,237048,357,10647,237405
Tr extensor MN,10646,1,237048,357,10647,237405
pIP1,10646,1,237048,357,10647,237405
ALIN8,10646,1,237405,0,10647,237405
AMMC016,10646,1,237405,0,10647,237405
AN00A009,10646,1,237405,0,10647,237405
AN02A005,10646,1,237405,0,10647,237405
AN02A009,10646,1,237405,0,10647,237405
AN02A022,10646,1,237405,0,10647,237405
AN03B050,10646,1,237405,0,10647,237405
AN03B094,10646,1,237405,0,10647,237405
AN04B023,10646,1,237405,0,10647,237405
AN04B051,10646,1,237405,0,10647,237405
AN05B005,10646,1,237405,0,10647,237405
AN05B021,10646,1,237405,0,10647,237405
AN05B046,10646,1,237405,0,10647,237405
AN05B049_a,10646,1,237405,0,10647,237405
AN05B050_a,10646,1,237405,0,10647,237405
AN05B078,10646,1,237405,0,10647,237405
AN05B104,10646,1,237405,0,10647,237405
AN06A027,10646,1,237405,0,10647,237405
AN06A030,10646,1,237405,0,10647,237405
AN06B005,10646,1,237405,0,10647,237405
AN06B007,10646,1,237405,0,10647,237405
AN06B025,10646,1,237405,0,10647,237405
AN06B040,10646,1,237405,0,10647,237405
AN06B042,10646,1,237405,0,10647,237405
AN06B057,10646,1,237405,0,10647,237405
AN07B011,10646,1,237405,0,10647,237405
AN07B013,10646,1,237405,0,10647,237405
AN07B032,10646,1,237405,0,10647,237405
AN07B037_b,10646,1,237405,0,10647,237405
AN07B045,10646,1,237405,0,10647,237405
AN07B046_a,10646,1,237405,0,10647,237405
AN07B046_b,10646,1,237405,0,10647,237405
AN07B057,10646,1,237405,0,10647,237405
AN07B069_b,10646,1,237405,0,10647,237405
AN07B071_d,10646,1,237405,0,10647,237405
AN07B072_e,10646,1,237405,0,10647,237405
AN07B076,10646,1,237405,0,10647,237405
AN07B078_b,10646,1,237405,0,10647,237405
AN07B082_a,10646,1,237405,0,10647,237405
AN07B116,10646,1,237405,0,10647,237405
AN08B026,10646,1,237405,0,10647,237405
AN08B034,10646,1,237405,0,10647,237405
AN08B049,10646,1,237405,0,10647,237405
AN08B057,10646,1,237405,0,10647,237405
AN08B084,10646,1,237405,0,10647,237405
AN08B097,10646,1,237405,0,10647,237405
AN08B098,10646,1,237405,0,10647,237405
AN08B099_a,10646,1,237405,0,10647,237405
AN08B099_b,10646,1,237405,0,10647,237405
AN08B099_c,10646,1,237405,0,10647,237405
AN08B099_h,10646,1,237405,0,10647,237405
AN08B103,10646,1,237405,0,10647,237405
AN09B026,10646,1,237405,0,10647,237405
AN09B034,10646,1,237405,0,10647,237405
AN09B042,10646,1,237405,0,10647,237405
AN09B044,10646,1,237405,0,10647,237405
AN09B059,10646,1,237405,0,10647,237405
AN10B024,10646,1,237405,0,10647,237405
AN10B027,10646,1,237405,0,10647,237405
AN10B033,10646,1,237405,0,10647,237405
AN10B045,10646,1,237405,0,10647,237405
AN10B062,10646,1,237405,0,10647,237405
AN11B008,10646,1,237405,0,10647,237405
AN12B019,10646,1,237405,0,10647,237405
AN12B080,10646,1,237405,0,10647,237405
AN16B078_b,10646,1,237405,0,10647,237405
AN17A012,10646,1,237405,0,10647,237405
AN18B022,10646,1,237405,0,10647,237405
AN19B010,10646,1,237405,0,10647,237405
AN19B019,10646,1,237405,0,10647,237405
AN19B022,10646,1,237405,0,10647,237405
AN19B024,10646,1,237405,0,10647,237405
AN19B025,10646,1,237405,0,10647,237405
AN19B036,10646,1,237405,0,10647,237405
AN19B039,10646,1,237405,0,10647,237405
AN19B044,10646,1,237405,0,10647,237405
AN19B100,10646,1,237405,0,10647,237405
AN26X004,10646,1,237405,0,10647,237405
AN27X004,10646,1,237405,0,10647,237405
AN27X013,10646,1,237405,0,10647,237405
AN27X015,10646,1,237405,0,10647,237405
ANXXX030,10646,1,237405,0,10647,237405
ANXXX037,10646,1,237405,0,10647,237405
ANXXX050,10646,1,237405,0,10647,237405
ANXXX098,10646,1,237405,0,10647,237405
ANXXX099,10646,1,237405,0,10647,237405
ANXXX150,10646,1,237405,0,10647,237405
