cell_type,flow,flow_drop,reachable_pairs,pairs_lost,intact_flow,intact_reachable_pairs
PLP144,10647,0,237405,0,10647,237405
PLP145,10647,0,237405,0,10647,237405
PLP148,10647,0,237405,0,10647,237405
PLP149,10647,0,237405,0,10647,237405
PLP150,10647,0,237405,0,10647,237405
PLP154,10647,0,237405,0,10647,237405
PLP155,10647,0,237405,0,10647,237405
PLP156,10647,0,237405,0,10647,237405
PLP157,10647,0,237405,0,10647,237405
PLP158,10647,0,237405,0,10647,237405
PLP159,10647,0,237405,0,10647,237405
PLP160,10647,0,237405,0,10647,237405
PLP161,10647,0,237405,0,10647,237405
PLP162,10647,0,237405,0,10647,237405
PLP163,10647,0,237405,0,10647,237405
PLP164,10647,0,237405,0,10647,237405
PLP165,10647,0,237405,0,10647,237405
PLP169,10647,0,237405,0,10647,237405
PLP170,10647,0,237405,0,10647,237405
PLP171,10647,0,237405,0,10647,237405
PLP172,10647,0,237405,0,10647,237405
PLP173,10647,0,237405,0,10647,237405
PLP174,10647,0,237405,0,10647,237405
PLP175,10647,0,237405,0,10647,237405
PLP177,10647,0,237405,0,10647,237405
PLP178,10647,0,237405,0,10647,237405
PLP180,10647,0,237405,0,10647,237405
PLP181,10647,0,237405,0,10647,237405
PLP182,10647,0,237405,0,10647,237405
PLP184,10647,0,237405,0,10647,237405
PLP185,10647,0,237405,0,10647,237405
PLP186,10647,0,237405,0,10647,237405
PLP187,10647,0,237405,0,10647,237405
PLP188,10647,0,237405,0,10647,237405
PLP189,10647,0,237405,0,10647,237405
PLP190,10647,0,237405,0,10647,237405
PLP191,10647,0,237405,0,10647,237405
PLP192,10647,0,237405,0,10647,237405
PLP196,10647,0,237405,0,10647,237405
PLP197,10647,0,237405,0,10647,237405
PLP199,10647,0,237405,0,10647,237405
PLP208,10647,0,237405,0,10647,237405
PLP209,10647,0,237405,0,10647,237405
PLP211,10647,0,237405,0,10647,237405
PLP213,10647,0,237405,0,10647,237405
PLP214,10647,0,237405,0,10647,237405
PLP216,10647,0,237405,0,10647,237405
PLP217,10647,0,237405,0,10647,237405
PLP218,10647,0,237405,0,10647,237405
PLP219,10647,0,237405,0,10647,237405
PLP221,10647,0,237405,0,10647,237405
PLP222,10647,0,237405,0,10647,237405
PLP225,10647,0,237405,0,10647,237405
PLP228,10647,0,237405,0,10647,237405
PLP229,10647,0,237405,0,10647,237405
PLP230,10647,0,237405,0,10647,237405
PLP231,10647,0,237405,0,10647,237405
PLP232,10647,0,237405,0,10647,237405
PLP239,10647,0,237405,0,10647,237405
PLP241,10647,0,237405,0,10647,237405
PLP243,10647,0,237405,0,10647,237405
PLP245,10647,0,237405,0,10647,237405
PLP246,10647,0,237405,0,10647,237405
PLP247,10647,0,237405,0,10647,237405
PLP248,10647,0,237405,0,10647,237405
PLP249,10647,0,237405,0,10647,237405
PLP250,10647,0,237405,0,10647,237405
PLP252,10647,0,237405,0,10647,237405
PLP254,10647,0,237405,0,10647,237405
PLP256,10647,0,237405,0,10647,237405
PLP258,10647,0,237405,0,10647,237405
PLP259,10647,0,237405,0,10647,237405
PLP260,10647,0,237405,0,10647,237405
PLP261,10647,0,237405,0,10647,237405
PLP262,10647,0,237405,0,10647,237405
PLP300m,10647,0,237405,0,10647,237405
PLP301m,10647,0,237405,0,10647,237405
PLP_TBD1,10647,0,237405,0,10647,237405
PLVP059,10647,0,237405,0,10647,237405
PPL101,10647,0,237405,0,10647,237405
PPL102,10647,0,237405,0,10647,237405
PPL103,10647,0,237405,0,10647,237405
PPL104,10647,0,237405,0,10647,237405
PPL105,10647,0,237405,0,10647,237405
PPL106,10647,0,237405,0,10647,237405
PPL107,10647,0,237405,0,10647,237405
PPL108,10647,0,237405,0,10647,237405
PPL201,10647,0,237405,0,10647,237405
PPL202,10647,0,237405,0,10647,237405
PPL203,10647,0,237405,0,10647,237405
PPL204,10647,0,237405,0,10647,237405
PPM1201,10647,0,237405,0,10647,237405
PPM1202,10647,0,237405,0,10647,237405
PPM1203,10647,0,237405,0,10647,237405
PPM1204,10647,0,237405,0,10647,237405
PPM1205,10647,0,237405,0,10647,237405
PRW001,10647,0,237405,0,10647,237405
PRW002,10647,0,237405,0,10647,237405
PRW004,10647,0,237405,0,10647,237405
PRW007,10647,0,237405,0,10647,237405
PRW008,10647,0,237405,0,10647,237405
PRW009,10647,0,237405,0,10647,237405
PRW010,10647,0,237405,0,10647,237405
PRW011,10647,0,237405,0,10647,237405
PRW012,10647,0,237405,0,10647,237405
PRW014,10647,0,237405,0,10647,237405
PRW019,10647,0,237405,0,10647,237405
PRW020,10647,0,237405,0,10647,237405
PRW021,10647,0,237405,0,10647,237405
PRW022,10647,0,237405,0,10647,237405
PRW028,10647,0,237405,0,10647,237405
PRW029,10647,0,237405,0,10647,237405
PRW030,10647,0,237405,0,10647,237405
PRW032,10647,0,237405,0,10647,237405
PRW036,10647,0,237405,0,10647,237405
PRW040,10647,0,237405,0,10647,237405
PRW050,10647,0,237405,0,10647,237405
PRW051,10647,0,237405,0,10647,237405
PRW052,10647,0,237405,0,10647,237405
PRW054,10647,0,237405,0,10647,237405
PRW060,10647,0,237405,0,10647,237405
PRW066,10647,0,237405,0,10647,237405
PRW067,10647,0,237405,0,10647,237405
PRW069,10647,0,237405,0,10647,237405
PRW073,10647,0,237405,0,10647,237405
PRW074,10647,0,237405,0,10647,237405
PRW075,10647,0,237405,0,10647,237405
PS001,10647,0,237405,0,10647,237405
PS002,10647,0,237405,0,10647,237405
PS003,10647,0,237405,0,10647,237405
PS004,10647,0,237405,0,10647,237405
PS005_a,10647,0,237405,0,10647,237405
PS005_b,10647,0,237405,0,10647,237405
PS005_c,10647,0,237405,0,10647,237405
PS005_d,10647,0,237405,0,10647,237405
PS005_e,10647,0,237405,0,10647,237405
PS005_f,10647,0,237405,0,10647,237405
PS007,10647,0,237405,0,10647,237405
PS008_a1,10647,0,237405,0,10647,237405
PS008_a2,10647,0,237405,0,10647,237405
PS008_a3,10647,0,237405,0,10647,237405
PS008_a4,10647,0,237405,0,10647,237405
PS008_b,10647,0,237405,0,10647,237405
PS010,10647,0,237405,0,10647,237405
PS011,10647,0,237405,0,10647,237405
PS013,10647,0,237405,0,10647,237405
PS018_a,10647,0,237405,0,10647,237405
PS018_b,10647,0,237405,0,10647,237405
PS019,10647,0,237405,0,10647,237405
PS020,10647,0,237405,0,10647,237405
PS021,10647,0,237405,0,10647,237405
PS022,10647,0,237405,0,10647,237405
PS023,10647,0,237405,0,10647,237405
PS024,10647,0,237405,0,10647,237405
PS025,10647,0,237405,0,10647,237405
PS026,10647,0,237405,0,10647,237405
PS027,10647,0,237405,0,10647,237405
PS029,10647,0,237405,0,10647,237405
PS030,10647,0,237405,0,10647,237405
PS031,10647,0,237405,0,10647,237405
PS032,10647,0,237405,0,10647,237405
PS033_a,10647,0,237405,0,10647,237405
PS033_b,10647,0,237405,0,10647,237405
PS034,10647,0,237405,0,10647,237405
PS038,10647,0,237405,0,10647,237405
PS041,10647,0,237405,0,10647,237405
PS042,10647,0,237405,0,10647,237405
PS046,10647,0,237405,0,10647,237405
PS047_a,10647,0,237405,0,10647,237405
PS047_b,10647,0,237405,0,10647,237405
PS048_a,10647,0,237405,0,10647,237405
PS049,10647,0,237405,0,10647,237405
PS050,10647,0,237405,0,10647,237405
PS051,10647,0,237405,0,10647,237405
PS052,10647,0,237405,0,10647,237405
PS054,10647,0,237405,0,10647,237405
PS055,10647,0,237405,0,10647,237405
PS057,10647,0,237405,0,10647,237405
PS058,10647,0,237405,0,10647,237405
PS060,10647,0,237405,0,10647,237405
PS061,10647,0,237405,0,10647,237405
PS062,10647,0,237405,0,10647,237405
PS063,10647,0,237405,0,10647,237405
PS065,10647,0,237405,0,10647,237405
PS068,10647,0,237405,0,10647,237405
PS070,10647,0,237405,0,10647,237405
PS072,10647,0,237405,0,10647,237405
PS074,10647,0,237405,0,10647,237405
PS077,10647,0,237405,0,10647,237405
PS080,10647,0,237405,0,10647,237405
PS081,10647,0,237405,0,10647,237405
PS082,10647,0,237405,0,10647,237405
PS083_a,10647,0,237405,0,10647,237405
PS083_b,10647,0,237405,0,10647,237405
PS083_c,10647,0,237405,0,10647,237405
PS084,10647,0,237405,0,10647,237405
PS085,10647,0,237405,0,10647,237405
PS087,10647,0,237405,0,10647,237405
PS088,10647,0,237405,0,10647,237405
PS090,10647,0,237405,0,10647,237405
PS091,10647,0,237405,0,10647,237405
PS092,10647,0,237405,0,10647,237405
PS093,10647,0,237405,0,10647,237405
PS096,10647,0,237405,0,10647,237405
PS097,10647,0,237405,0,10647,237405
PS098,10647,0,237405,0,10647,237405
PS100,10647,0,237405,0,10647,237405
PS101,10647,0,237405,0,10647,237405
PS106,10647,0,237405,0,10647,237405
PS107,10647,0,237405,0,10647,237405
PS108,10647,0,237405,0,10647,237405
PS109,10647,0,237405,0,10647,237405
PS110,10647,0,237405,0,10647,237405
PS111,10647,0,237405,0,10647,237405
PS112,10647,0,237405,0,10647,237405
PS114,10647,0,237405,0,10647,237405
PS118,10647,0,237405,0,10647,237405
PS124,10647,0,237405,0,10647,237405
PS126,10647,0,237405,0,10647,237405
PS127,10647,0,237405,0,10647,237405
PS137,10647,0,237405,0,10647,237405
PS139,10647,0,237405,0,10647,237405
PS140,10647,0,237405,0,10647,237405
PS141,10647,0,237405,0,10647,237405
PS142,10647,0,237405,0,10647,237405
PS143,10647,0,237405,0,10647,237405
PS146,10647,0,237405,0,10647,237405
PS148,10647,0,237405,0,10647,237405
PS149,10647,0,237405,0,10647,237405
PS150,10647,0,237405,0,10647,237405
PS153,10647,0,237405,0,10647,237405
PS156,10647,0,237405,0,10647,237405
PS157,10647,0,237405,0,10647,237405
PS158,10647,0,237405,0,10647,237405
PS159,10647,0,237405,0,10647,237405
PS160,10647,0,237405,0,10647,237405
PS161,10647,0,237405,0,10647,237405
PS164,10647,0,237405,0,10647,237405
PS170,10647,0,237405,0,10647,237405
PS171,10647,0,237405,0,10647,237405
PS172,10647,0,237405,0,10647,237405
PS173,10647,0,237405,0,10647,237405
PS174,10647,0,237405,0,10647,237405
PS175,10647,0,237405,0,10647,237405
PS176,10647,0,237405,0,10647,237405
PS177,10647,0,237405,0,10647,237405
PS178,10647,0,237405,0,10647,237405
PS180,10647,0,237405,0,10647,237405
PS181,10647,0,237405,0,10647,237405
PS182,10647,0,237405,0,10647,237405
PS183,10647,0,237405,0,10647,237405
PS185,10647,0,237405,0,10647,237405
PS186,10647,0,237405,0,10647,237405
PS187,10647,0,237405,0,10647,237405
PS188,10647,0,237405,0,10647,237405
PS191,10647,0,237405,0,10647,237405
PS192,10647,0,237405,0,10647,237405
PS193,10647,0,237405,0,10647,237405
PS193b,10647,0,237405,0,10647,237405
PS194,10647,0,237405,0,10647,237405
PS196_a,10647,0,237405,0,10647,237405
PS196_b,10647,0,237405,0,10647,237405
PS197,10647,0,237405,0,10647,237405
PS199,10647,0,237405,0,10647,237405
PS200,10647,0,237405,0,10647,237405
PS201,10647,0,237405,0,10647,237405
PS202,10647,0,237405,0,10647,237405
PS203,10647,0,237405,0,10647,237405
PS206,10647,0,237405,0,10647,237405
PS208,10647,0,237405,0,10647,237405
PS209,10647,0,237405,0,10647,237405
PS210,10647,0,237405,0,10647,237405
PS213,10647,0,237405,0,10647,237405
PS214,10647,0,237405,0,10647,237405
PS215,10647,0,237405,0,10647,237405
PS217,10647,0,237405,0,10647,237405
PS220,10647,0,237405,0,10647,237405
PS224,10647,0,237405,0,10647,237405
PS229,10647,0,237405,0,10647,237405
PS231,10647,0,237405,0,10647,237405
PS232,10647,0,237405,0,10647,237405
PS233,10647,0,237405,0,10647,237405
PS234,10647,0,237405,0,10647,237405
PS237,10647,0,237405,0,10647,237405
PS238,10647,0,237405,0,10647,237405
PS240,10647,0,237405,0,10647,237405
PS242,10647,0,237405,0,10647,237405
PS246,10647,0,237405,0,10647,237405
PS247,10647,0,237405,0,10647,237405
PS248,10647,0,237405,0,10647,237405
PS249,10647,0,237405,0,10647,237405
PS252,10647,0,237405,0,10647,237405
PS253,10647,0,237405,0,10647,237405
PS258,10647,0,237405,0,10647,237405
PS260,10647,0,237405,0,10647,237405
PS261,10647,0,237405,0,10647,237405
PS262,10647,0,237405,0,10647,237405
PS263,10647,0,237405,0,10647,237405
PS265,10647,0,237405,0,10647,237405
PS267,10647,0,237405,0,10647,237405
PS268,10647,0,237405,0,10647,237405
PS269,10647,0,237405,0,10647,237405
PS270,10647,0,237405,0,10647,237405
PS272,10647,0,237405,0,10647,237405
PS274,10647,0,237405,0,10647,237405
PS276,10647,0,237405,0,10647,237405
PS278,10647,0,237405,0,10647,237405
PS279,10647,0,237405,0,10647,237405
PS280,10647,0,237405,0,10647,237405
PS281,10647,0,237405,0,10647,237405
PS282,10647,0,237405,0,10647,237405
PS283,10647,0,237405,0,10647,237405
PS284,10647,0,237405,0,10647,237405
PS285,10647,0,237405,0,10647,237405
PS286,10647,0,237405,0,10647,237405
PS291,10647,0,237405,0,10647,237405
PS292,10647,0,237405,0,10647,237405
PS300,10647,0,237405,0,10647,237405
PS303,10647,0,237405,0,10647,237405
PS304,10647,0,237405,0,10647,237405
PS305,10647,0,237405,0,10647,237405
PS306,10647,0,237405,0,10647,237405
PS307,10647,0,237405,0,10647,237405
PS308,10647,0,237405,0,10647,237405
PS309,10647,0,237405,0,10647,237405
PS310,10647,0,237405,0,10647,237405
PS311,10647,0,237405,0,10647,237405
PS313,10647,0,237405,0,10647,237405
PS314,10647,0,237405,0,10647,237405
PS315,10647,0,237405,0,10647,237405
PS316,10647,0,237405,0,10647,237405
PS317,10647,0,237405,0,10647,237405
PS318,10647,0,237405,0,10647,237405
PS320,10647,0,237405,0,10647,237405
PS321,10647,0,237405,0,10647,237405
PS322,10647,0,237405,0,10647,237405
PS327,10647,0,237405,0,10647,237405
PS328,10647,0,237405,0,10647,237405
PS329,10647,0,237405,0,10647,237405
PS333,10647,0,237405,0,10647,237405
PS334,10647,0,237405,0,10647,237405
PS335,10647,0,237405,0,10647,237405
PS336,10647,0,237405,0,10647,237405
PS338,10647,0,237405,0,10647,237405
PS340,10647,0,237405,0,10647,237405
PS341,10647,0,237405,0,10647,237405
PS342,10647,0,237405,0,10647,237405
PS344,10647,0,237405,0,10647,237405
PS347_b,10647,0,237405,0,10647,237405
PS351,10647,0,237405,0,10647,237405
PS352,10647,0,237405,0,10647,237405
PS355,10647,0,237405,0,10647,237405
PS356,10647,0,237405,0,10647,237405
PS357,10647,0,237405,0,10647,237405
PS358,10647,0,237405,0,10647,237405
PS359,10647,0,237405,0,10647,237405
PVLP001,10647,0,237405,0,10647,237405
PVLP002,10647,0,237405,0,10647,237405
PVLP003,10647,0,237405,0,10647,237405
PVLP004,10647,0,237405,0,10647,237405
PVLP005,10647,0,237405,0,10647,237405
PVLP007,10647,0,237405,0,10647,237405
PVLP008_a1,10647,0,237405,0,10647,237405
PVLP008_a2,10647,0,237405,0,10647,237405
PVLP008_a3,10647,0,237405,0,10647,237405
PVLP008_a4,10647,0,237405,0,10647,237405
PVLP008_b,10647,0,237405,0,10647,237405
PVLP008_c,10647,0,237405,0,10647,237405
PVLP009,10647,0,237405,0,10647,237405
PVLP010,10647,0,237405,0,10647,237405
PVLP011,10647,0,237405,0,10647,237405
PVLP012,10647,0,237405,0,10647,237405
PVLP013,10647,0,237405,0,10647,237405
PVLP014,10647,0,237405,0,10647,237405
PVLP015,10647,0,237405,0,10647,237405
PVLP016,10647,0,237405,0,10647,237405
PVLP017,10647,0,237405,0,10647,237405
PVLP018,10647,0,237405,0,10647,237405
PVLP019,10647,0,237405,0,10647,237405
PVLP020,10647,0,237405,0,10647,237405
PVLP021,10647,0,237405,0,10647,237405
PVLP022,10647,0,237405,0,10647,237405
PVLP024,10647,0,237405,0,10647,237405
PVLP025,10647,0,237405,0,10647,237405
PVLP026,10647,0,237405,0,10647,237405
PVLP027,10647,0,237405,0,10647,237405
PVLP028,10647,0,237405,0,10647,237405
PVLP030,10647,0,237405,0,10647,237405
PVLP031,10647,0,237405,0,10647,237405
PVLP033,10647,0,237405,0,10647,237405
PVLP034,10647,0,237405,0,10647,237405
PVLP036,10647,0,237405,0,10647,237405
PVLP037,10647,0,237405,0,10647,237405
PVLP037_unclear,10647,0,237405,0,10647,237405
PVLP046,10647,0,237405,0,10647,237405
PVLP046_unclear,10647,0,237405,0,10647,237405
PVLP047,10647,0,237405,0,10647,237405
PVLP048,10647,0,237405,0,10647,237405
PVLP049,10647,0,237405,0,10647,237405
PVLP060,10647,0,237405,0,10647,237405
PVLP061,10647,0,237405,0,10647,237405
PVLP062,10647,0,237405,0,10647,237405
PVLP063,10647,0,237405,0,10647,237405
PVLP064,10647,0,237405,0,10647,237405
PVLP065,10647,0,237405,0,10647,237405
PVLP066,10647,0,237405,0,10647,237405
PVLP068,10647,0,237405,0,10647,237405
PVLP069,10647,0,237405,0,10647,237405
PVLP070,10647,0,237405,0,10647,237405
PVLP071,10647,0,237405,0,10647,237405
PVLP072,10647,0,237405,0,10647,237405
PVLP073,10647,0,237405,0,10647,237405
PVLP074,10647,0,237405,0,10647,237405
PVLP075,10647,0,237405,0,10647,237405
PVLP076,10647,0,237405,0,10647,237405
PVLP078,10647,0,237405,0,10647,237405
PVLP079,10647,0,237405,0,10647,237405
PVLP080_a,10647,0,237405,0,10647,237405
PVLP080_b,10647,0,237405,0,10647,237405
PVLP081,10647,0,237405,0,10647,237405
PVLP082,10647,0,237405,0,10647,237405
PVLP084,10647,0,237405,0,10647,237405
PVLP085,10647,0,237405,0,10647,237405
PVLP086,10647,0,237405,0,10647,237405
PVLP088,10647,0,237405,0,10647,237405
PVLP089,10647,0,237405,0,10647,237405
PVLP090,10647,0,237405,0,10647,237405
PVLP092,10647,0,237405,0,10647,237405
PVLP093,10647,0,237405,0,10647,237405
PVLP094,10647,0,237405,0,10647,237405
PVLP096,10647,0,237405,0,10647,237405
PVLP097,10647,0,237405,0,10647,237405
PVLP098,10647,0,237405,0,10647,237405
PVLP099,10647,0,237405,0,10647,237405
PVLP100,10647,0,237405,0,10647,237405
PVLP101,10647,0,237405,0,10647,237405
PVLP102,10647,0,237405,0,10647,237405
PVLP103,10647,0,237405,0,10647,237405
PVLP104,10647,0,237405,0,10647,237405
PVLP106,10647,0,237405,0,10647,237405
PVLP107,10647,0,237405,0,10647,237405
PVLP108,10647,0,237405,0,10647,237405
PVLP109,10647,0,237405,0,10647,237405
PVLP110,10647,0,237405,0,10647,237405
PVLP111,10647,0,237405,0,10647,237405
PVLP112,10647,0,237405,0,10647,237405
PVLP113,10647,0,237405,0,10647,237405
PVLP114,10647,0,237405,0,10647,237405
PVLP115,10647,0,237405,0,10647,237405
PVLP118,10647,0,237405,0,10647,237405
PVLP120,10647,0,237405,0,10647,237405
PVLP121,10647,0,237405,0,10647,237405
PVLP122,10647,0,237405,0,10647,237405
PVLP123,10647,0,237405,0,10647,237405
PVLP124,10647,0,237405,0,10647,237405
PVLP125,10647,0,237405,0,10647,237405
PVLP126_a,10647,0,237405,0,10647,237405
PVLP126_b,10647,0,237405,0,10647,237405
PVLP127,10647,0,237405,0,10647,237405
PVLP128,10647,0,237405,0,10647,237405
PVLP130,10647,0,237405,0,10647,237405
PVLP131,10647,0,237405,0,10647,237405
PVLP133,10647,0,237405,0,10647,237405
PVLP134,10647,0,237405,0,10647,237405
PVLP135,10647,0,237405,0,10647,237405
PVLP137,10647,0,237405,0,10647,237405
PVLP138,10647,0,237405,0,10647,237405
PVLP139,10647,0,237405,0,10647,237405
PVLP140,10647,0,237405,0,10647,237405
PVLP141,10647,0,237405,0,10647,237405
PVLP143,10647,0,237405,0,10647,237405
PVLP144,10647,0,237405,0,10647,237405
PVLP148,10647,0,237405,0,10647,237405
PVLP149,10647,0,237405,0,10647,237405
PVLP150,10647,0,237405,0,10647,237405
PVLP151,10647,0,237405,0,10647,237405
PVLP200m_a,10647,0,237405,0,10647,237405
PVLP200m_b,10647,0,237405,0,10647,237405
PVLP201m_a,10647,0,237405,0,10647,237405
PVLP201m_b,10647,0,237405,0,10647,237405
PVLP201m_c,10647,0,237405,0,10647,237405
PVLP201m_d,10647,0,237405,0,10647,237405
PVLP202m,10647,0,237405,0,10647,237405
PVLP203m,10647,0,237405,0,10647,237405
PVLP204m,10647,0,237405,0,10647,237405
PVLP205m,10647,0,237405,0,10647,237405
PVLP206m,10647,0,237405,0,10647,237405
PVLP207m,10647,0,237405,0,10647,237405
PVLP208m,10647,0,237405,0,10647,237405
PVLP209m,10647,0,237405,0,10647,237405
PVLP210m,10647,0,237405,0,10647,237405
PVLP211m_a,10647,0,237405,0,10647,237405
PVLP211m_b,10647,0,237405,0,10647,237405
PVLP211m_c,10647,0,237405,0,10647,237405
PVLP213m,10647,0,237405,0,10647,237405
PVLP214m,10647,0,237405,0,10647,237405
PVLP216m,10647,0,237405,0,10647,237405
PVLP217m,10647,0,237405,0,10647,237405
Pm1,10647,0,237405,0,10647,237405
Pm10,10647,0,237405,0,10647,237405
Pm11,10647,0,237405,0,10647,237405
Pm12,10647,0,237405,0,10647,237405
Pm13,10647,0,237405,0,10647,237405
Pm2a,10647,0,237405,0,10647,237405
Pm2b,10647,0,237405,0,10647,237405
Pm3,10647,0,237405,0,10647,237405
Pm4,10647,0,237405,0,10647,237405
Pm5,10647,0,237405,0,10647,237405
Pm6,10647,0,237405,0,10647,237405
Pm7,10647,0,237405,0,10647,237405
Pm7_Li28,10647,0,237405,0,10647,237405
Pm8,10647,0,237405,0,10647,237405
Pm9,10647,0,237405,0,10647,237405
Pm_unclear,10647,0,237405,0,10647,237405
R7R8_unclear,10647,0,237405,0,10647,237405
SA1_a,10647,0,237405,0,10647,237405
SA1_b,10647,0,237405,0,10647,237405
SA1_c,10647,0,237405,0,10647,237405
SA2_a,10647,0,237405,0,10647,237405
SA2_b,10647,0,237405,0,10647,237405
SA2_c,10647,0,237405,0,10647,237405
SA3,10647,0,237405,0,10647,237405
SAD007,10647,0,237405,0,10647,237405
SAD008,10647,0,237405,0,10647,237405
SAD009,10647,0,237405,0,10647,237405
SAD010,10647,0,237405,0,10647,237405
SAD012,10647,0,237405,0,10647,237405
SAD013,10647,0,237405,0,10647,237405
SAD014,10647,0,237405,0,10647,237405
SAD019,10647,0,237405,0,10647,237405
SAD021,10647,0,237405,0,10647,237405
SAD021_a,10647,0,237405,0,10647,237405
SAD021_b,10647,0,237405,0,10647,237405
SAD021_c,10647,0,237405,0,10647,237405
SAD036,10647,0,237405,0,10647,237405
SAD043,10647,0,237405,0,10647,237405
SAD045,10647,0,237405,0,10647,237405
SAD046,10647,0,237405,0,10647,237405
SAD070,10647,0,237405,0,10647,237405
SAD073,10647,0,237405,0,10647,237405
SAD074,10647,0,237405,0,10647,237405
SAD075,10647,0,237405,0,10647,237405
SAD082,10647,0,237405,0,10647,237405
SAD084,10647,0,237405,0,10647,237405
SAD085,10647,0,237405,0,10647,237405
SAD092,10647,0,237405,0,10647,237405
SAD094,10647,0,237405,0,10647,237405
SAD100,10647,0,237405,0,10647,237405
SAD101,10647,0,237405,0,10647,237405
SAD105,10647,0,237405,0,10647,237405
SAD115,10647,0,237405,0,10647,237405
SAF,10647,0,237405,0,10647,237405
SCL001m,10647,0,237405,0,10647,237405
SCL002m,10647,0,237405,0,10647,237405
SIP003_a,10647,0,237405,0,10647,237405
SIP004,10647,0,237405,0,10647,237405
SIP005,10647,0,237405,0,10647,237405
SIP006,10647,0,237405,0,10647,237405
SIP007,10647,0,237405,0,10647,237405
SIP011,10647,0,237405,0,10647,237405
SIP013,10647,0,237405,0,10647,237405
SIP015,10647,0,237405,0,10647,237405
SIP017,10647,0,237405,0,10647,237405
SIP018,10647,0,237405,0,10647,237405
SIP019,10647,0,237405,0,10647,237405
SIP020_a,10647,0,237405,0,10647,237405
SIP020_b,10647,0,237405,0,10647,237405
SIP020_c,10647,0,237405,0,10647,237405
SIP020b,10647,0,237405,0,10647,237405
SIP021_a,10647,0,237405,0,10647,237405
SIP021_b,10647,0,237405,0,10647,237405
SIP022,10647,0,237405,0,10647,237405
SIP024,10647,0,237405,0,10647,237405
SIP025,10647,0,237405,0,10647,237405
SIP026,10647,0,237405,0,10647,237405
SIP027,10647,0,237405,0,10647,237405
SIP028,10647,0,237405,0,10647,237405
SIP029,10647,0,237405,0,10647,237405
SIP030,10647,0,237405,0,10647,237405
SIP031,10647,0,237405,0,10647,237405
SIP032,10647,0,237405,0,10647,237405
SIP033,10647,0,237405,0,10647,237405
SIP034,10647,0,237405,0,10647,237405
SIP037,10647,0,237405,0,10647,237405
SIP041,10647,0,237405,0,10647,237405
SIP042_a,10647,0,237405,0,10647,237405
SIP045,10647,0,237405,0,10647,237405
SIP046,10647,0,237405,0,10647,237405
SIP047,10647,0,237405,0,10647,237405
SIP048,10647,0,237405,0,10647,237405
SIP049,10647,0,237405,0,10647,237405
SIP051,10647,0,237405,0,10647,237405
SIP052,10647,0,237405,0,10647,237405
SIP053,10647,0,237405,0,10647,237405
SIP054,10647,0,237405,0,10647,237405
SIP057,10647,0,237405,0,10647,237405
SIP064,10647,0,237405,0,10647,237405
SIP065,10647,0,237405,0,10647,237405
SIP066,10647,0,237405,0,10647,237405
SIP067,10647,0,237405,0,10647,237405
SIP069,10647,0,237405,0,10647,237405
SIP070,10647,0,237405,0,10647,237405
SIP071,10647,0,237405,0,10647,237405
SIP073,10647,0,237405,0,10647,237405
SIP074_a,10647,0,237405,0,10647,237405
SIP074_b,10647,0,237405,0,10647,237405
SIP075,10647,0,237405,0,10647,237405
SIP076,10647,0,237405,0,10647,237405
SIP077,10647,0,237405,0,10647,237405
SIP078,10647,0,237405,0,10647,237405
SIP080,10647,0,237405,0,10647,237405
SIP081,10647,0,237405,0,10647,237405
SIP086,10647,0,237405,0,10647,237405
SIP087,10647,0,237405,0,10647,237405
SIP088,10647,0,237405,0,10647,237405
SIP089,10647,0,237405,0,10647,237405
SIP090,10647,0,237405,0,10647,237405
SIP091,10647,0,237405,0,10647,237405
SIP100m,10647,0,237405,0,10647,237405
SIP101m,10647,0,237405,0,10647,237405
SIP102m,10647,0,237405,0,10647,237405
SIP103m,10647,0,237405,0,10647,237405
SIP104m,10647,0,237405,0,10647,237405
SIP105m,10647,0,237405,0,10647,237405
SIP106m,10647,0,237405,0,10647,237405
SIP107m,10647,0,237405,0,10647,237405
SIP108m,10647,0,237405,0,10647,237405
SIP109m,10647,0,237405,0,10647,237405
SIP110m_a,10647,0,237405,0,10647,237405
SIP110m_b,10647,0,237405,0,10647,237405
SIP111m,10647,0,237405,0,10647,237405
SIP112m,10647,0,237405,0,10647,237405
SIP113m,10647,0,237405,0,10647,237405
SIP115m,10647,0,237405,0,10647,237405
SIP116m,10647,0,237405,0,10647,237405
SIP117m,10647,0,237405,0,10647,237405
SIP118m,10647,0,237405,0,10647,237405
SIP119m,10647,0,237405,0,10647,237405
SIP121m,10647,0,237405,0,10647,237405
SIP122m,10647,0,237405,0,10647,237405
SIP123m,10647,0,237405,0,10647,237405
SIP124m,10647,0,237405,0,10647,237405
SIP126m_a,10647,0,237405,0,10647,237405
SIP126m_b,10647,0,237405,0,10647,237405
SIP128m,10647,0,237405,0,10647,237405
SIP130m,10647,0,237405,0,10647,237405
SIP132m,10647,0,237405,0,10647,237405
SIP133m,10647,0,237405,0,10647,237405
SIP135m,10647,0,237405,0,10647,237405
SIP136m,10647,0,237405,0,10647,237405
SIP137m_a,10647,0,237405,0,10647,237405
SIP137m_b,10647,0,237405,0,10647,237405
SIP140m,10647,0,237405,0,10647,237405
SIP141m,10647,0,237405,0,10647,237405
SIP142m,10647,0,237405,0,10647,237405
SIP143m,10647,0,237405,0,10647,237405
SIP145m,10647,0,237405,0,10647,237405
