strategy,trial,batch,fraction_removed,flow,reachable_pairs,avalanche
random,14,64,0.47664,2745,63180,0
random,14,65,0.481916,2721,61576,0
random,14,66,0.487107,2654,60534,0
random,14,67,0.492299,2629,59649,0
random,14,68,0.497404,2565,58784,0
random,14,69,0.50251,2510,56700,0
random,15,0,0,10647,237405,
random,15,1,0.0100417,10486,232627,0
random,15,2,0.0199983,10307,229905,0
random,15,3,0.0298698,10121,224509,0
random,15,4,0.0395711,9952,218620,0
random,15,5,0.0491873,9811,214630,0
random,15,6,0.0587184,9684,211299,0
random,15,7,0.0681644,9446,207080,0
random,15,8,0.0775253,9306,205128,0
random,15,9,0.0868011,9161,201248,0
random,15,10,0.0959918,8989,197456,0
random,15,11,0.105097,8706,191539,0
random,15,12,0.114118,8533,188427,0
random,15,13,0.123053,8394,185128,0
random,15,14,0.131904,8273,182016,0
random,15,15,0.140669,8059,177675,0
random,15,16,0.149264,7932,173762,0
random,15,17,0.157774,7740,170589,0
random,15,18,0.166199,7627,165900,0
random,15,19,0.174538,7463,162504,0
random,15,20,0.182793,7338,159685,0
random,15,21,0.191048,7217,157680,0
random,15,22,0.199217,7103,155730,0
random,15,23,0.207302,7013,154326,0
random,15,24,0.215301,6919,152640,0
random,15,25,0.223215,6835,151488,0
random,15,26,0.231044,6694,148200,0
random,15,27,0.238788,6550,144384,0
random,15,28,0.246447,6421,140616,0
random,15,29,0.254021,6308,138223,0
random,15,30,0.26151,6171,134316,0
random,15,31,0.268913,6080,131220,0
random,15,32,0.276232,5997,128582,0
random,15,33,0.28355,5898,125875,0
random,15,34,0.290784,5649,122200,0
random,15,35,0.297932,5548,119040,0
random,15,36,0.304995,5408,115668,0
random,15,37,0.311973,5281,113500,0
random,15,38,0.318866,5143,111352,0
random,15,39,0.32576,5027,108864,0
random,15,40,0.332567,4981,106964,0
random,15,41,0.33929,4921,105317,0
random,15,42,0.345928,4883,103871,0
random,15,43,0.352481,4811,102240,0
random,15,44,0.359033,4707,99960,0
random,15,45,0.365501,4599,98046,0
random,15,46,0.371883,4539,96280,0
random,15,47,0.378181,4421,94392,0
random,15,48,0.384478,4353,93252,0
random,15,49,0.39069,4257,90450,0
random,15,50,0.396817,4130,88356,0
random,15,51,0.402859,4064,86680,0
random,15,52,0.408901,4006,86680,0
random,15,53,0.414858,3945,84753,0
random,15,54,0.42073,3863,82990,0
random,15,55,0.426602,3828,81320,0
random,15,56,0.432389,3656,78281,0
random,15,57,0.43809,3543,75969,0
random,15,58,0.443792,3482,75190,1
random,15,59,0.449409,3405,73032,0
random,15,60,0.45494,3346,72065,0
random,15,61,0.460471,3296,69892,0
random,15,62,0.465918,3217,68200,0
random,15,63,0.471279,3159,67859,0
random,15,64,0.47664,3085,65995,0
random,15,65,0.481916,3025,64092,0
random,15,66,0.487107,2969,62328,0
random,15,67,0.492299,2911,60795,0
random,15,68,0.497404,2864,59520,0
random,15,69,0.50251,2816,58330,0
random,16,0,0,10647,237405,
random,16,1,0.0100417,10402,231215,0
random,16,2,0.0199983,10258,227448,0
random,16,3,0.0298698,10012,224112,0
random,16,4,0.0395711,9856,220402,0
random,16,5,0.0491873,9671,216720,0
random,16,6,0.0587184,9533,213750,0
random,16,7,0.0681644,9335,210120,0
random,16,8,0.0775253,9121,202738,0
random,16,9,0.0868011,8998,199200,0
random,16,10,0.0959918,8782,193644,0
random,16,11,0.105097,8553,188955,0
random,16,12,0.114118,8232,183744,0
random,16,13,0.123053,8043,178038,0
random,16,14,0.131904,7884,175656,0
random,16,15,0.140669,7694,172731,0
random,16,16,0.149264,7459,170385,0
random,16,17,0.157774,7341,166953,0
random,16,18,0.166199,7162,162708,0
random,16,19,0.174538,7016,158172,0
random,16,20,0.182793,6837,154570,0
random,16,21,0.191048,6574,152152,0
random,16,22,0.199217,6175,147244,0
random,16,23,0.207302,6072,144243,0
random,16,24,0.215301,5899,142655,0
random,16,25,0.223215,5763,140049,0
random,16,26,0.231044,5576,136412,0
random,16,27,0.238788,5485,133000,0
random,16,28,0.246447,5414,130606,1
random,16,29,0.254021,5337,128260,0
random,16,30,0.26151,5255,126503,0
random,16,31,0.268913,5160,124497,0
random,16,32,0.276232,5023,120533,0
random,16,33,0.28355,4906,116886,0
random,16,34,0.290784,4832,114958,0
random,16,35,0.297932,4659,112385,0
random,16,36,0.304995,4601,110700,0
random,16,37,0.311973,4533,107892,0
random,16,38,0.318866,4459,105799,0
random,16,39,0.32576,4327,104160,0
random,16,40,0.332567,4242,102147,0
random,16,41,0.33929,4045,97325,0
random,16,42,0.345928,3969,96672,0
random,16,43,0.352481,3919,96021,0
random,16,44,0.359033,3851,94016,0
random,16,45,0.365501,3795,92512,0
random,16,46,0.371883,3702,89980,0
random,16,47,0.378181,3619,88102,0
random,16,48,0.384478,3473,85244,0
random,16,49,0.39069,3349,83018,0
random,16,50,0.396817,3303,81988,0
random,16,51,0.402859,3271,80565,0
random,16,52,0.408901,3214,79335,0
random,16,53,0.414858,3168,78336,0
random,16,54,0.42073,3108,77140,0
random,16,55,0.426602,2972,74250,0
random,16,56,0.432389,2908,72716,0
random,16,57,0.43809,2863,71024,0
random,16,58,0.443792,2835,69696,0
random,16,59,0.449409,2773,67680,0
random,16,60,0.45494,2669,65514,0
random,16,61,0.460471,2547,64074,0
random,16,62,0.465918,2508,62300,0
random,16,63,0.471279,2478,61419,0
random,16,64,0.47664,2427,59856,0
random,16,65,0.481916,2336,58652,0
random,16,66,0.487107,2301,57460,0
random,16,67,0.492299,2213,55778,0
random,16,68,0.497404,2144,54279,0
random,16,69,0.50251,2061,51840,0
random,17,0,0,10647,237405,
random,17,1,0.0100417,10444,232627,0
random,17,2,0.0199983,10268,229250,0
random,17,3,0.0298698,10017,223560,0
random,17,4,0.0395711,9851,221145,0
random,17,5,0.0491873,9684,217512,0
random,17,6,0.0587184,9414,214587,0
random,17,7,0.0681644,9258,212310,0
random,17,8,0.0775253,9061,207126,0
random,17,9,0.0868011,8909,204270,0
random,17,10,0.0959918,8682,200778,0
random,17,11,0.105097,8559,197600,0
random,17,12,0.114118,8419,193154,0
random,17,13,0.123053,8273,190302,0
random,17,14,0.131904,8120,187200,0
random,17,15,0.140669,7939,183226,0
random,17,16,0.149264,7821,180810,0
random,17,17,0.157774,7649,178410,1
random,17,18,0.166199,7506,175770,0
random,17,19,0.174538,7136,173196,0
random,17,20,0.182793,6912,168214,0
random,17,21,0.191048,6723,163900,0
random,17,22,0.199217,6598,158848,0
random,17,23,0.207302,6518,157388,0
random,17,24,0.215301,6363,154521,0
random,17,25,0.223215,6248,151725,0
random,17,26,0.231044,6125,150388,0
random,17,27,0.238788,6040,149527,0
random,17,28,0.246447,5964,145976,0
random,17,29,0.254021,5816,143256,0
random,17,30,0.26151,5737,141174,0
random,17,31,0.268913,5461,139000,0
random,17,32,0.276232,5339,135575,0
random,17,33,0.28355,5218,132248,0
random,17,34,0.290784,5108,130680,0
random,17,35,0.297932,5022,127148,0
random,17,36,0.304995,4935,124662,0
random,17,37,0.311973,4757,122200,0
random,17,38,0.318866,4686,120435,0
random,17,39,0.32576,4580,117300,0
random,17,40,0.332567,4501,115874,0
random,17,41,0.33929,4404,113000,0
random,17,42,0.345928,4284,110856,0
random,17,43,0.352481,4220,109668,0
random,17,44,0.359033,4094,106191,0
random,17,45,0.365501,4038,102960,0
random,17,46,0.371883,3982,101388,0
random,17,47,0.378181,3845,99640,0
random,17,48,0.384478,3777,97440,0
random,17,49,0.39069,3710,94990,0
random,17,50,0.396817,3659,92796,1
random,17,51,0.402859,3574,90450,0
random,17,52,0.408901,3423,89022,0
random,17,53,0.414858,3327,86724,0
random,17,54,0.42073,3220,85536,0
random,17,55,0.426602,3141,82923,0
random,17,56,0.432389,3049,80496,0
random,17,57,0.43809,3013,79456,0
random,17,58,0.443792,2943,76875,0
random,17,59,0.449409,2860,74370,1
random,17,60,0.45494,2800,72468,0
random,17,61,0.460471,2682,69866,0
random,17,62,0.465918,2632,69480,0
random,17,63,0.471279,2609,69287,0
random,17,64,0.47664,2535,67662,0
random,17,65,0.481916,2418,65824,0
random,17,66,0.487107,2381,65286,0
random,17,67,0.492299,2323,64233,0
random,17,68,0.497404,2190,62264,0
random,17,69,0.50251,2159,60180,4
random,18,0,0,10647,237405,
random,18,1,0.0100417,10457,232627,0
random,18,2,0.0199983,10247,226850,0
random,18,3,0.0298698,10026,221192,0
random,18,4,0.0395711,9604,218538,0
random,18,5,0.0491873,9483,216194,0
random,18,6,0.0587184,9185,210625,0
random,18,7,0.0681644,9085,208940,0
random,18,8,0.0775253,8935,203680,0
random,18,9,0.0868011,8728,200196,0
random,18,10,0.0959918,8542,195816,0
random,18,11,0.105097,8324,192400,0
random,18,12,0.114118,8214,189216,0
random,18,13,0.123053,7990,184896,0
random,18,14,0.131904,7825,181324,0
random,18,15,0.140669,7702,178290,0
random,18,16,0.149264,7627,176154,0
random,18,17,0.157774,7519,172670,0
random,18,18,0.166199,7373,168784,0
random,18,19,0.174538,7241,166158,0
random,18,20,0.182793,7112,162944,0
random,18,21,0.191048,6974,159367,0
random,18,22,0.199217,6867,156584,0
random,18,23,0.207302,6709,152946,0
random,18,24,0.215301,6623,150380,0
random,18,25,0.223215,6499,146880,0
random,18,26,0.231044,6339,144716,0
random,18,27,0.238788,6225,142000,0
random,18,28,0.246447,6131,138600,0
random,18,29,0.254021,6019,136989,0
random,18,30,0.26151,5906,134899,0
random,18,31,0.268913,5710,131104,0
random,18,32,0.276232,5569,128520,0
random,18,33,0.28355,5457,127032,0
random,18,34,0.290784,5363,124815,0
random,18,35,0.297932,5232,119917,0
random,18,36,0.304995,5040,117504,0
random,18,37,0.311973,4916,116078,0
random,18,38,0.318866,4817,113452,0
random,18,39,0.32576,4673,109915,0
random,18,40,0.332567,4605,107800,0
random,18,41,0.33929,4551,106191,0
random,18,42,0.345928,4492,104594,0
random,18,43,0.352481,4425,102960,0
random,18,44,0.359033,4282,100064,0
random,18,45,0.365501,4187,98230,0
random,18,46,0.371883,4116,96928,0
random,18,47,0.378181,4064,95584,0
random,18,48,0.384478,4024,94070,0
random,18,49,0.39069,3974,92690,0
random,18,50,0.396817,3937,90850,2
random,18,51,0.402859,3845,87808,0
random,18,52,0.408901,3774,85580,0
random,18,53,0.414858,3680,83712,1
random,18,54,0.42073,3578,81915,0
random,18,55,0.426602,3463,80301,0
random,18,56,0.432389,3383,79076,0
random,18,57,0.43809,3296,76336,1
random,18,58,0.443792,3199,73730,0
random,18,59,0.449409,3133,71757,0
random,18,60,0.45494,3090,70247,0
random,18,61,0.460471,3043,69451,0
random,18,62,0.465918,2971,68359,0
random,18,63,0.471279,2893,66392,0
random,18,64,0.47664,2833,65664,0
random,18,65,0.481916,2766,64449,0
random,18,66,0.487107,2674,62376,0
random,18,67,0.492299,2644,61456,1
random,18,68,0.497404,2574,60060,0
random,18,69,0.50251,2499,57702,0
random,19,0,0,10647,237405,
random,19,1,0.0100417,10369,234655,0
random,19,2,0.0199983,10226,232932,0
random,19,3,0.0298698,9948,229203,0
random,19,4,0.0395711,9739,224112,0
random,19,5,0.0491873,9375,218834,0
random,19,6,0.0587184,9182,215512,0
random,19,7,0.0681644,8924,209664,0
random,19,8,0.0775253,8784,205840,0
random,19,9,0.0868011,8594,198860,0
random,19,10,0.0959918,8301,193920,0
random,19,11,0.105097,8177,189000,0
random,19,12,0.114118,7989,184734,0
random,19,13,0.123053,7692,181412,0
random,19,14,0.131904,7547,178092,0
random,19,15,0.140669,7358,174528,0
random,19,16,0.149264,7191,172744,0
random,19,17,0.157774,7078,170430,0
random,19,18,0.166199,6910,165726,0
random,19,19,0.174538,6749,160857,0
random,19,20,0.182793,6649,158304,0
random,19,21,0.191048,6542,156600,0
random,19,22,0.199217,6443,153504,0
random,19,23,0.207302,6117,151294,0
random,19,24,0.215301,6025,148532,0
random,19,25,0.223215,5911,146076,0
random,19,26,0.231044,5740,141780,0
random,19,27,0.238788,5680,138777,0
random,19,28,0.246447,5501,135904,0
random,19,29,0.254021,5398,132348,0
random,19,30,0.26151,5267,126984,0
random,19,31,0.268913,5171,125188,0
random,19,32,0.276232,5073,123192,0
random,19,33,0.28355,4973,120744,0
random,19,34,0.290784,4921,118272,0
random,19,35,0.297932,4843,116535,0
random,19,36,0.304995,4784,115005,1
random,19,37,0.311973,4700,112585,0
random,19,38,0.318866,4563,110556,0
random,19,39,0.32576,4401,106628,0
random,19,40,0.332567,4330,105462,0
random,19,41,0.33929,4209,102960,0
random,19,42,0.345928,4069,100110,1
random,19,43,0.352481,4001,98792,0
random,19,44,0.359033,3905,97904,0
random,19,45,0.365501,3840,96370,0
random,19,46,0.371883,3768,93708,0
random,19,47,0.378181,3700,91982,3
random,19,48,0.384478,3660,91530,0
random,19,49,0.39069,3530,88220,0
random,19,50,0.396817,3485,86546,0
random,19,51,0.402859,3427,85892,0
random,19,52,0.408901,3365,84240,0
random,19,53,0.414858,3319,84024,0
random,19,54,0.42073,3270,82775,0
random,19,55,0.426602,3216,81962,1
random,19,56,0.432389,3167,79969,0
random,19,57,0.43809,3120,78166,0
random,19,58,0.443792,3008,76260,0
random,19,59,0.449409,2945,73566,0
random,19,60,0.45494,2908,72600,0
random,19,61,0.460471,2852,71117,0
random,19,62,0.465918,2765,68901,0
random,19,63,0.471279,2720,67041,0
random,19,64,0.47664,2635,65740,0
random,19,65,0.481916,2586,65550,0
random,19,66,0.487107,2522,63954,2
random,19,67,0.492299,2482,62496,0
random,19,68,0.497404,2439,61122,0
random,19,69,0.50251,2367,59730,0
random,20,0,0,10647,237405,
random,20,1,0.0100417,10374,231264,0
random,20,2,0.0199983,10202,227850,0
random,20,3,0.0298698,9985,224112,0
random,20,4,0.0395711,9770,217805,0
random,20,5,0.0491873,9658,214489,0
random,20,6,0.0587184,9559,212500,0
random,20,7,0.0681644,9376,209898,0
random,20,8,0.0775253,9151,204227,0
random,20,9,0.0868011,9066,202241,0
random,20,10,0.0959918,8944,197456,0
random,20,11,0.105097,8750,192878,0
random,20,12,0.114118,8579,188848,0
random,20,13,0.123053,8292,186396,0
random,20,14,0.131904,8157,182166,0
random,20,15,0.140669,7897,178602,0
random,20,16,0.149264,7778,176792,0
random,20,17,0.157774,7684,174420,0
random,20,18,0.166199,7581,170544,0
random,20,19,0.174538,7466,168214,0
random,20,20,0.182793,7339,162504,0
random,20,21,0.191048,7196,159595,0
random,20,22,0.199217,7107,156755,0
random,20,23,0.207302,6953,151725,0
random,20,24,0.215301,6825,148485,0
random,20,25,0.223215,6664,146076,0
random,20,26,0.231044,6550,142569,0
random,20,27,0.238788,6407,140716,0
random,20,28,0.246447,6253,136726,0
random,20,29,0.254021,6027,134416,0
random,20,30,0.26151,5939,132570,0
random,20,31,0.268913,5853,130784,0
random,20,32,0.276232,5755,127995,0
random,20,33,0.28355,5620,125019,0
random,20,34,0.290784,5487,121818,0
random,20,35,0.297932,5384,120105,0
random,20,36,0.304995,5285,118404,0
random,20,37,0.311973,5186,114608,0
random,20,38,0.318866,5111,112914,0
random,20,39,0.32576,5024,111475,0
random,20,40,0.332567,4968,109350,0
random,20,41,0.33929,4798,105465,0
random,20,42,0.345928,4709,104076,0
random,20,43,0.352481,4607,102726,0
random,20,44,0.359033,4509,100688,0
random,20,45,0.365501,4444,98406,0
random,20,46,0.371883,4370,96021,0
random,20,47,0.378181,4300,94016,0
random,20,48,0.384478,4209,92700,0
random,20,49,0.39069,4148,90496,0
random,20,50,0.396817,4089,89824,0
random,20,51,0.402859,4050,88977,0
random,20,52,0.408901,3914,86110,0
random,20,53,0.414858,3878,85674,0
random,20,54,0.42073,3786,83808,0
random,20,55,0.426602,3695,82560,2
random,20,56,0.432389,3638,80560,0
random,20,57,0.43809,3501,79381,0
random,20,58,0.443792,3449,77749,0
random,20,59,0.449409,3405,76495,0
random,20,60,0.45494,3321,74367,1
random,20,61,0.460471,3284,72829,2
random,20,62,0.465918,3241,71401,0
random,20,63,0.471279,3192,69893,0
random,20,64,0.47664,3125,68401,0
random,20,65,0.481916,3058,66445,0
random,20,66,0.487107,3013,64741,0
random,20,67,0.492299,2968,63245,0
random,20,68,0.497404,2906,61694,0
random,20,69,0.50251,2841,60611,1
random,21,0,0,10647,237405,
random,21,1,0.0100417,10512,235620,0
random,21,2,0.0199983,10312,231870,0
random,21,3,0.0298698,10051,228852,0
random,21,4,0.0395711,9786,222824,0
random,21,5,0.0491873,9407,218834,0
random,21,6,0.0587184,9040,213321,0
random,21,7,0.0681644,8854,209124,0
random,21,8,0.0775253,8677,204967,0
random,21,9,0.0868011,8590,202413,0
random,21,10,0.0959918,8427,200200,0
random,21,11,0.105097,8241,196707,0
random,21,12,0.114118,8068,190800,0
random,21,13,0.123053,7762,181744,0
random,21,14,0.131904,7656,179035,0
random,21,15,0.140669,7503,173400,0
random,21,16,0.149264,7300,170775,0
random,21,17,0.157774,7151,168445,0
random,21,18,0.166199,7061,164980,0
random,21,19,0.174538,6908,160416,0
random,21,20,0.182793,6733,157890,0
random,21,21,0.191048,6655,155382,0
random,21,22,0.199217,6446,150696,0
random,21,23,0.207302,6327,147147,0
random,21,24,0.215301,6172,143640,1
random,21,25,0.223215,5960,140709,0
random,21,26,0.231044,5835,138860,0
random,21,27,0.238788,5634,135200,0
random,21,28,0.246447,5479,132098,0
random,21,29,0.254021,5411,129032,0
random,21,30,0.26151,5305,125750,0
random,21,31,0.268913,5241,125000,0
random,21,32,0.276232,5161,122508,0
random,21,33,0.28355,5055,120540,0
random,21,34,0.290784,4969,118584,0
random,21,35,0.297932,4856,116162,0
random,21,36,0.304995,4725,112575,0
random,21,37,0.311973,4652,112100,0
random,21,38,0.318866,4545,108808,0
random,21,39,0.32576,4403,106943,0
random,21,40,0.332567,4301,104420,0
random,21,41,0.33929,4221,101472,0
random,21,42,0.345928,4168,99008,0
random,21,43,0.352481,4078,97458,0
random,21,44,0.359033,4009,94830,0
random,21,45,0.365501,3903,93095,0
random,21,46,0.371883,3814,90090,0
random,21,47,0.378181,3689,87975,0
random,21,48,0.384478,3635,86526,0
random,21,49,0.39069,3550,84665,0
random,21,50,0.396817,3485,82008,1
random,21,51,0.402859,3428,81204,0
random,21,52,0.408901,3300,79002,0
random,21,53,0.414858,3198,77224,2
random,21,54,0.42073,3098,75854,0
random,21,55,0.426602,3039,74498,0
random,21,56,0.432389,2985,72384,0
random,21,57,0.43809,2935,70500,0
random,21,58,0.443792,2847,69006,0
random,21,59,0.449409,2707,66612,0
random,21,60,0.45494,2658,65341,0
random,21,61,0.460471,2613,64260,0
random,21,62,0.465918,2582,64080,1
random,21,63,0.471279,2549,63540,1
random,21,64,0.47664,2517,62640,0
random,21,65,0.481916,2481,61397,0
random,21,66,0.487107,2432,60016,0
random,21,67,0.492299,2386,58638,1
random,21,68,0.497404,2367,57955,0
random,21,69,0.50251,2338,56430,0
random,22,0,0,10647,237405,
random,22,1,0.0100417,10452,232170,0
random,22,2,0.0199983,10322,227392,0
random,22,3,0.0298698,10114,222372,0
random,22,4,0.0395711,9840,218148,0
random,22,5,0.0491873,9586,211636,0
random,22,6,0.0587184,9429,208416,0
random,22,7,0.0681644,9253,205461,0
random,22,8,0.0775253,9062,199703,0
random,22,9,0.0868011,8941,195274,0
random,22,10,0.0959918,8711,191539,0
random,22,11,0.105097,8529,189014,0
random,22,12,0.114118,8289,184758,0
random,22,13,0.123053,8131,180495,0
random,22,14,0.131904,7895,177724,0
random,22,15,0.140669,7662,173712,0
random,22,16,0.149264,7544,171666,0
random,22,17,0.157774,7412,167610,0
random,22,18,0.166199,7308,163944,0
random,22,19,0.174538,7183,163350,0
random,22,20,0.182793,6942,158848,0
random,22,21,0.191048,6720,153045,0
random,22,22,0.199217,6633,151088,1
random,22,23,0.207302,6542,147768,0
random,22,24,0.215301,6411,145320,0
random,22,25,0.223215,6233,141824,0
random,22,26,0.231044,6160,140760,0
random,22,27,0.238788,6068,138325,0
random,22,28,0.246447,5952,133155,0
random,22,29,0.254021,5783,129055,0
random,22,30,0.26151,5681,127029,0
random,22,31,0.268913,5647,125498,0
random,22,32,0.276232,5536,119595,0
random,22,33,0.28355,5412,117392,0
random,22,34,0.290784,5230,115209,0
random,22,35,0.297932,5171,113750,0
random,22,36,0.304995,5113,113250,1
random,22,37,0.311973,4994,109962,0
random,22,38,0.318866,4857,107163,0
random,22,39,0.32576,4771,105799,0
random,22,40,0.332567,4695,103054,0
random,22,41,0.33929,4394,100854,0
random,22,42,0.345928,4352,100152,0
random,22,43,0.352481,4192,98637,0
random,22,44,0.359033,4123,95988,0
random,22,45,0.365501,4051,93856,0
random,22,46,0.371883,3957,91936,0
random,22,47,0.378181,3879,90228,0
random,22,48,0.384478,3778,87935,0
random,22,49,0.39069,3695,85244,0
random,22,50,0.396817,3649,83391,1
random,22,51,0.402859,3579,81558,0
random,22,52,0.408901,3539,79356,0
random,22,53,0.414858,3485,78358,1
random,22,54,0.42073,3437,76962,0
random,22,55,0.426602,3343,74052,0
random,22,56,0.432389,3266,72520,0
random,22,57,0.43809,3226,71540,0
random,22,58,0.443792,3160,70395,0
random,22,59,0.449409,3097,69646,0
random,22,60,0.45494,3031,67830,0
random,22,61,0.460471,2957,66717,0
random,22,62,0.465918,2899,65076,0
random,22,63,0.471279,2825,63664,1
random,22,64,0.47664,2776,62790,0
random,22,65,0.481916,2722,61218,0
random,22,66,0.487107,2673,60323,0
random,22,67,0.492299,2602,59136,0
random,22,68,0.497404,2547,57448,0
random,22,69,0.50251,2494,56108,0
random,23,0,0,10647,237405,
random,23,1,0.0100417,10474,232932,0
random,23,2,0.0199983,10253,227244,0
random,23,3,0.0298698,10116,223170,0
random,23,4,0.0395711,9917,218620,0
random,23,5,0.0491873,9710,214669,0
random,23,6,0.0587184,9570,210962,0
random,23,7,0.0681644,9403,205840,0
random,23,8,0.0775253,9107,200200,0
random,23,9,0.0868011,8811,194560,0
random,23,10,0.0959918,8665,191436,0
random,23,11,0.105097,8524,187740,0
random,23,12,0.114118,8340,184392,0
random,23,13,0.123053,8133,179288,0
random,23,14,0.131904,7934,176900,0
random,23,15,0.140669,7827,172200,0
random,23,16,0.149264,7692,167832,0
random,23,17,0.157774,7579,164640,0
random,23,18,0.166199,7436,162908,0
random,23,19,0.174538,7341,161768,0
random,23,20,0.182793,6875,156156,0
random,23,21,0.191048,6781,154185,0
random,23,22,0.199217,6694,150236,0
random,23,23,0.207302,6472,146196,1
random,23,24,0.215301,6303,143028,0
random,23,25,0.223215,6117,140107,0
random,23,26,0.231044,5954,137505,0
random,23,27,0.238788,5875,135394,0
random,23,28,0.246447,5778,134330,0
random,23,29,0.254021,5715,132202,0
random,23,30,0.26151,5596,129659,0
random,23,31,0.268913,5502,126284,0
random,23,32,0.276232,5396,123802,0
random,23,33,0.28355,5281,121776,0
random,23,34,0.290784,5206,119762,0
random,23,35,0.297932,5129,118272,0
random,23,36,0.304995,5023,116586,0
random,23,37,0.311973,4940,113850,0
random,23,38,0.318866,4793,112197,0
random,23,39,0.32576,4699,109174,0
random,23,40,0.332567,4618,108240,0
random,23,41,0.33929,4508,105462,0
random,23,42,0.345928,4474,103818,0
random,23,43,0.352481,4391,102907,0
random,23,44,0.359033,4306,100436,0
random,23,45,0.365501,4168,99120,0
random,23,46,0.371883,4077,96695,0
random,23,47,0.378181,4024,95584,0
random,23,48,0.384478,3948,94348,0
random,23,49,0.39069,3873,91708,0
random,23,50,0.396817,3751,90000,0
random,23,51,0.402859,3658,88134,0
random,23,52,0.408901,3588,86460,0
random,23,53,0.414858,3521,84972,0
random,23,54,0.42073,3391,82944,0
random,23,55,0.426602,3330,81106,0
random,23,56,0.432389,3279,79875,0
random,23,57,0.43809,3208,77748,0
random,23,58,0.443792,3171,74460,0
random,23,59,0.449409,3122,73124,0
random,23,60,0.45494,3073,71640,0
random,23,61,0.460471,3012,70686,0
random,23,62,0.465918,2932,67900,0
random,23,63,0.471279,2897,66778,0
random,23,64,0.47664,2836,65856,0
random,23,65,0.481916,2759,64108,0
random,23,66,0.487107,2675,61854,0
random,23,67,0.492299,2639,61305,0
random,23,68,0.497404,2608,59730,0
random,23,69,0.50251,2544,58206,0
random,24,0,0,10647,237405,
random,24,1,0.0100417,10488,234655,0
random,24,2,0.0199983,10299,231568,0
random,24,3,0.0298698,10111,226501,0
random,24,4,0.0395711,9847,220206,0
random,24,5,0.0491873,9608,212016,0
random,24,6,0.0587184,9391,207206,0
random,24,7,0.0681644,9095,203394,0
random,24,8,0.0775253,8892,196480,0
random,24,9,0.0868011,8656,190598,0
random,24,10,0.0959918,8485,186888,0
random,24,11,0.105097,8332,183210,0
random,24,12,0.114118,8148,176900,0
random,24,13,0.123053,7950,172172,0
random,24,14,0.131904,7770,168993,0
random,24,15,0.140669,7571,163787,0
random,24,16,0.149264,7471,161768,0
random,24,17,0.157774,7349,159759,0
random,24,18,0.166199,7169,156128,0
random,24,19,0.174538,6931,149800,0
random,24,20,0.182793,6670,144690,0
random,24,21,0.191048,6544,142546,0
random,24,22,0.199217,6345,138586,0
random,24,23,0.207302,6207,134937,0
random,24,24,0.215301,6114,131313,0
random,24,25,0.223215,5882,126735,0
random,24,26,0.231044,5722,123743,1
random,24,27,0.238788,5658,122000,0
random,24,28,0.246447,5576,120516,0
random,24,29,0.254021,5499,118066,0
random,24,30,0.26151,5444,116358,0
random,24,31,0.268913,5358,113216,0
random,24,32,0.276232,5277,110640,0
random,24,33,0.28355,5217,108960,0
random,24,34,0.290784,5094,106887,0
random,24,35,0.297932,5008,105045,0
random,24,36,0.304995,4893,103219,0
random,24,37,0.311973,4759,101409,0
random,24,38,0.318866,4649,99844,0
random,24,39,0.32576,4583,99157,0
random,24,40,0.332567,4503,98064,0
random,24,41,0.33929,4430,97383,0
random,24,42,0.345928,4348,95625,0
random,24,43,0.352481,4252,94500,0
random,24,44,0.359033,4152,92512,0
random,24,45,0.365501,4044,91430,0
random,24,46,0.371883,3996,90576,0
random,24,47,0.378181,3835,88944,0
random,24,48,0.384478,3776,87854,0
random,24,49,0.39069,3723,87200,0
random,24,50,0.396817,3667,84925,0
random,24,51,0.402859,3558,83888,0
random,24,52,0.408901,3452,81120,0
random,24,53,0.414858,3392,79130,1
random,24,54,0.42073,3355,78336,0
random,24,55,0.426602,3271,77343,0
random,24,56,0.432389,3173,75777,1
random,24,57,0.43809,3077,73656,0
random,24,58,0.443792,3035,72299,0
random,24,59,0.449409,2973,71175,0
random,24,60,0.45494,2915,70422,0
random,24,61,0.460471,2876,69646,0
random,24,62,0.465918,2817,68352,0
random,24,63,0.471279,2783,67584,0
random,24,64,0.47664,2710,65961,0
random,24,65,0.481916,2657,63640,1
random,24,66,0.487107,2596,62560,0
random,24,67,0.492299,2521,61671,0
random,24,68,0.497404,2452,59760,0
random,24,69,0.50251,2423,58354,0
random,25,0,0,10647,237405,
random,25,1,0.0100417,10493,232578,0
random,25,2,0.0199983,10247,228501,0
random,25,3,0.0298698,10014,223170,0
random,25,4,0.0395711,9817,219816,0
random,25,5,0.0491873,9530,214968,0
random,25,6,0.0587184,9309,210045,0
random,25,7,0.0681644,9206,206412,0
random,25,8,0.0775253,8976,201579,0
random,25,9,0.0868011,8756,198716,0
random,25,10,0.0959918,8544,196527,0
random,25,11,0.105097,8325,191912,0
random,25,12,0.114118,8059,187072,0
random,25,13,0.123053,7926,182792,0
random,25,14,0.131904,7767,177940,0
random,25,15,0.140669,7664,174328,0
random,25,16,0.149264,7530,170190,0
random,25,17,0.157774,7419,167862,0
random,25,18,0.166199,7261,162656,0
random,25,19,0.174538,7115,158952,0
random,25,20,0.182793,7033,154644,0
random,25,21,0.191048,6906,152946,0
random,25,22,0.199217,6715,149930,0
random,25,23,0.207302,6560,146432,0
random,25,24,0.215301,6389,143029,0
