strategy,trial,batch,fraction_removed,flow,reachable_pairs,avalanche
random,4,33,0.28355,5106,121002,0
random,4,34,0.290784,4916,117898,0
random,4,35,0.297932,4818,114958,0
random,4,36,0.304995,4634,110352,0
random,4,37,0.311973,4518,108480,0
random,4,38,0.318866,4432,106862,0
random,4,39,0.32576,4377,105910,0
random,4,40,0.332567,4315,104076,0
random,4,41,0.33929,4258,101588,0
random,4,42,0.345928,4185,99130,0
random,4,43,0.352481,4133,97128,0
random,4,44,0.359033,4013,94725,0
random,4,45,0.365501,3973,94304,0
random,4,46,0.371883,3931,92768,0
random,4,47,0.378181,3870,91207,0
random,4,48,0.384478,3779,88660,0
random,4,49,0.39069,3681,86583,0
random,4,50,0.396817,3589,84925,1
random,4,51,0.402859,3478,82857,0
random,4,52,0.408901,3391,80288,0
random,4,53,0.414858,3350,79074,0
random,4,54,0.42073,3281,76670,0
random,4,55,0.426602,3178,74426,0
random,4,56,0.432389,3103,71955,0
random,4,57,0.43809,3026,70445,1
random,4,58,0.443792,2980,69504,0
random,4,59,0.449409,2903,67640,0
random,4,60,0.45494,2861,65800,0
random,4,61,0.460471,2816,65100,0
random,4,62,0.465918,2739,63480,0
random,4,63,0.471279,2694,61854,0
random,4,64,0.47664,2662,60092,0
random,4,65,0.481916,2584,58206,0
random,4,66,0.487107,2487,56350,0
random,4,67,0.492299,2446,55158,0
random,4,68,0.497404,2383,54322,1
random,4,69,0.50251,2357,53803,0
random,5,0,0,10647,237405,
random,5,1,0.0100417,10451,233333,0
random,5,2,0.0199983,10303,231616,0
random,5,3,0.0298698,10138,225897,0
random,5,4,0.0395711,9786,219945,0
random,5,5,0.0491873,9628,214332,0
random,5,6,0.0587184,9363,207570,0
random,5,7,0.0681644,9225,203688,0
random,5,8,0.0775253,9087,200232,0
random,5,9,0.0868011,8843,194955,0
random,5,10,0.0959918,8693,193053,0
random,5,11,0.105097,8538,188760,0
random,5,12,0.114118,8344,185091,0
random,5,13,0.123053,8176,181764,0
random,5,14,0.131904,8043,177558,0
random,5,15,0.140669,7959,175462,0
random,5,16,0.149264,7827,172523,0
random,5,17,0.157774,7733,168993,0
random,5,18,0.166199,7587,166404,0
random,5,19,0.174538,7396,160704,0
random,5,20,0.182793,7239,157035,0
random,5,21,0.191048,7145,155348,0
random,5,22,0.199217,6991,150897,0
random,5,23,0.207302,6665,146042,0
random,5,24,0.215301,6558,143616,0
random,5,25,0.223215,6453,142290,0
random,5,26,0.231044,6254,140175,1
random,5,27,0.238788,6100,135716,0
random,5,28,0.246447,5959,132090,0
random,5,29,0.254021,5818,129536,0
random,5,30,0.26151,5720,125496,0
random,5,31,0.268913,5603,123256,0
random,5,32,0.276232,5512,121277,0
random,5,33,0.28355,5449,120042,0
random,5,34,0.290784,5360,117355,0
random,5,35,0.297932,5252,115668,0
random,5,36,0.304995,5100,112330,0
random,5,37,0.311973,5007,111374,0
random,5,38,0.318866,4901,109504,0
random,5,39,0.32576,4785,107874,0
random,5,40,0.332567,4678,102830,0
random,5,41,0.33929,4388,99000,0
random,5,42,0.345928,4302,97900,0
random,5,43,0.352481,4183,96131,0
random,5,44,0.359033,4072,94160,0
random,5,45,0.365501,4011,92229,1
random,5,46,0.371883,3908,90730,0
random,5,47,0.378181,3823,89034,1
random,5,48,0.384478,3740,87354,0
random,5,49,0.39069,3673,85884,0
random,5,50,0.396817,3593,83415,3
random,5,51,0.402859,3562,82812,0
random,5,52,0.408901,3519,82008,0
random,5,53,0.414858,3445,79391,0
random,5,54,0.42073,3353,77007,0
random,5,55,0.426602,3312,75840,0
random,5,56,0.432389,3262,74480,0
random,5,57,0.43809,3200,72354,0
random,5,58,0.443792,3141,70472,0
random,5,59,0.449409,3084,69540,0
random,5,60,0.45494,3037,67662,0
random,5,61,0.460471,2993,66928,0
random,5,62,0.465918,2973,66021,0
random,5,63,0.471279,2871,64400,1
random,5,64,0.47664,2823,63145,0
random,5,65,0.481916,2772,61152,0
random,5,66,0.487107,2687,59565,0
random,5,67,0.492299,2631,58320,0
random,5,68,0.497404,2575,56640,0
random,5,69,0.50251,2511,55300,0
random,6,0,0,10647,237405,
random,6,1,0.0100417,10337,233333,0
random,6,2,0.0199983,10136,228595,0
random,6,3,0.0298698,9931,225897,0
random,6,4,0.0395711,9721,220932,0
random,6,5,0.0491873,9520,214968,0
random,6,6,0.0587184,9364,210380,0
random,6,7,0.0681644,9123,204558,0
random,6,8,0.0775253,9037,203234,0
random,6,9,0.0868011,8792,197835,0
random,6,10,0.0959918,8631,191912,0
random,6,11,0.105097,8376,187347,0
random,6,12,0.114118,8271,184275,1
random,6,13,0.123053,8124,182166,0
random,6,14,0.131904,7873,176832,0
random,6,15,0.140669,7685,172710,0
random,6,16,0.149264,7428,166944,0
random,6,17,0.157774,7312,165760,0
random,6,18,0.166199,7161,163464,0
random,6,19,0.174538,7007,157248,0
random,6,20,0.182793,6907,153545,0
random,6,21,0.191048,6815,150480,0
random,6,22,0.199217,6744,148858,0
random,6,23,0.207302,6641,146682,0
random,6,24,0.215301,6419,141384,0
random,6,25,0.223215,6262,137728,0
random,6,26,0.231044,6164,135340,0
random,6,27,0.238788,6082,132264,0
random,6,28,0.246447,5961,131262,0
random,6,29,0.254021,5858,129195,0
random,6,30,0.26151,5682,125930,0
random,6,31,0.268913,5576,123165,0
random,6,32,0.276232,5427,120250,0
random,6,33,0.28355,5292,117552,0
random,6,34,0.290784,5041,115395,0
random,6,35,0.297932,4903,112046,0
random,6,36,0.304995,4754,109480,0
random,6,37,0.311973,4698,107616,0
random,6,38,0.318866,4640,106220,0
random,6,39,0.32576,4586,105300,1
random,6,40,0.332567,4409,102795,0
random,6,41,0.33929,4330,101660,0
random,6,42,0.345928,4247,100073,0
random,6,43,0.352481,4170,99615,0
random,6,44,0.359033,4122,97610,0
random,6,45,0.365501,4051,96075,0
random,6,46,0.371883,3880,92840,0
random,6,47,0.378181,3831,91542,0
random,6,48,0.384478,3759,89424,0
random,6,49,0.39069,3687,87969,0
random,6,50,0.396817,3630,85877,0
random,6,51,0.402859,3541,84032,0
random,6,52,0.408901,3473,81385,0
random,6,53,0.414858,3243,79184,0
random,6,54,0.42073,3075,77586,0
random,6,55,0.426602,2977,76230,0
random,6,56,0.432389,2885,73905,1
random,6,57,0.43809,2852,72944,1
random,6,58,0.443792,2804,71603,0
random,6,59,0.449409,2757,69906,0
random,6,60,0.45494,2687,68229,0
random,6,61,0.460471,2661,67492,0
random,6,62,0.465918,2614,66216,0
random,6,63,0.471279,2569,65136,0
random,6,64,0.47664,2525,64216,0
random,6,65,0.481916,2456,62264,0
random,6,66,0.487107,2416,61218,0
random,6,67,0.492299,2362,60342,3
random,6,68,0.497404,2331,58800,0
random,6,69,0.50251,2296,58100,0
random,7,0,0,10647,237405,
random,7,1,0.0100417,10435,233590,0
random,7,2,0.0199983,10289,230808,0
random,7,3,0.0298698,9953,225050,0
random,7,4,0.0395711,9748,220632,0
random,7,5,0.0491873,9588,218263,0
random,7,6,0.0587184,9395,213689,0
random,7,7,0.0681644,9218,208485,0
random,7,8,0.0775253,9093,203952,0
random,7,9,0.0868011,8877,199864,0
random,7,10,0.0959918,8677,196680,0
random,7,11,0.105097,8502,193848,0
random,7,12,0.114118,8392,192930,0
random,7,13,0.123053,8211,187143,0
random,7,14,0.131904,7800,182909,0
random,7,15,0.140669,7571,178776,0
random,7,16,0.149264,7474,175770,0
random,7,17,0.157774,7233,171864,0
random,7,18,0.166199,7052,168970,1
random,7,19,0.174538,6773,164100,0
random,7,20,0.182793,6645,159786,0
random,7,21,0.191048,6510,155636,0
random,7,22,0.199217,6323,151536,0
random,7,23,0.207302,6166,147680,0
random,7,24,0.215301,6016,144200,0
random,7,25,0.223215,5910,142058,0
random,7,26,0.231044,5656,140525,0
random,7,27,0.238788,5564,138918,0
random,7,28,0.246447,5502,137088,0
random,7,29,0.254021,5400,134231,0
random,7,30,0.26151,5183,130416,0
random,7,31,0.268913,5107,127332,0
random,7,32,0.276232,4913,123617,0
random,7,33,0.28355,4835,121380,0
random,7,34,0.290784,4682,118000,0
random,7,35,0.297932,4591,115349,0
random,7,36,0.304995,4502,113925,0
random,7,37,0.311973,4368,112046,0
random,7,38,0.318866,4326,110110,0
random,7,39,0.32576,4240,108240,0
random,7,40,0.332567,4191,105702,2
random,7,41,0.33929,4093,103194,0
random,7,42,0.345928,4029,101821,0
random,7,43,0.352481,3967,99386,0
random,7,44,0.359033,3800,96113,0
random,7,45,0.365501,3741,93500,0
random,7,46,0.371883,3686,92418,0
random,7,47,0.378181,3620,91357,0
random,7,48,0.384478,3553,90288,0
random,7,49,0.39069,3502,89856,0
random,7,50,0.396817,3443,88580,0
random,7,51,0.402859,3392,86708,0
random,7,52,0.408901,3308,84646,0
random,7,53,0.414858,3189,83215,0
random,7,54,0.42073,3140,81591,0
random,7,55,0.426602,3032,80186,0
random,7,56,0.432389,2986,78601,0
random,7,57,0.43809,2894,76437,0
random,7,58,0.443792,2861,76043,0
random,7,59,0.449409,2815,74491,0
random,7,60,0.45494,2733,72557,0
random,7,61,0.460471,2687,71797,0
random,7,62,0.465918,2652,70111,0
random,7,63,0.471279,2581,68256,0
random,7,64,0.47664,2525,66961,1
random,7,65,0.481916,2371,64261,0
random,7,66,0.487107,2314,62835,0
random,7,67,0.492299,2280,61069,0
random,7,68,0.497404,2249,60021,0
random,7,69,0.50251,2214,59679,0
random,8,0,0,10647,237405,
random,8,1,0.0100417,10488,234300,0
random,8,2,0.0199983,10297,230208,0
random,8,3,0.0298698,10152,226501,0
random,8,4,0.0395711,9983,223416,0
random,8,5,0.0491873,9671,219472,0
random,8,6,0.0587184,9543,216433,0
random,8,7,0.0681644,9363,213466,0
random,8,8,0.0775253,9139,210288,0
random,8,9,0.0868011,8987,207648,0
random,8,10,0.0959918,8883,205076,0
random,8,11,0.105097,8677,201248,0
random,8,12,0.114118,8435,196527,0
random,8,13,0.123053,8296,193644,0
random,8,14,0.131904,8122,190836,0
random,8,15,0.140669,7934,188692,0
random,8,16,0.149264,7821,184701,0
random,8,17,0.157774,7660,181324,0
random,8,18,0.166199,7494,178152,0
random,8,19,0.174538,7337,174069,0
random,8,20,0.182793,7201,169120,1
random,8,21,0.191048,6956,163984,0
random,8,22,0.199217,6748,160818,0
random,8,23,0.207302,6650,156849,0
random,8,24,0.215301,6489,152438,0
random,8,25,0.223215,6434,150436,0
random,8,26,0.231044,6326,146877,0
random,8,27,0.238788,6156,144480,0
random,8,28,0.246447,6054,141502,0
random,8,29,0.254021,5980,138777,0
random,8,30,0.26151,5900,136675,0
random,8,31,0.268913,5783,133874,0
random,8,32,0.276232,5620,131320,0
random,8,33,0.28355,5521,127946,0
random,8,34,0.290784,5356,124497,0
random,8,35,0.297932,5194,122507,0
random,8,36,0.304995,5049,119808,0
random,8,37,0.311973,4954,118151,0
random,8,38,0.318866,4892,116676,0
random,8,39,0.32576,4793,113000,0
random,8,40,0.332567,4677,110208,0
random,8,41,0.33929,4536,107690,0
random,8,42,0.345928,4440,106281,0
random,8,43,0.352481,4372,104006,0
random,8,44,0.359033,4293,101285,0
random,8,45,0.365501,4254,100110,0
random,8,46,0.371883,4155,97944,0
random,8,47,0.378181,4115,96180,0
random,8,48,0.384478,4031,94205,0
random,8,49,0.39069,3977,92250,0
random,8,50,0.396817,3903,90354,0
random,8,51,0.402859,3833,89726,0
random,8,52,0.408901,3648,87418,0
random,8,53,0.414858,3554,83104,0
random,8,54,0.42073,3484,81060,0
random,8,55,0.426602,3354,77900,0
random,8,56,0.432389,3335,76670,0
random,8,57,0.43809,3266,74336,0
random,8,58,0.443792,3217,72800,0
random,8,59,0.449409,3167,71640,0
random,8,60,0.45494,3109,70686,0
random,8,61,0.460471,3031,68676,0
random,8,62,0.465918,2950,67743,0
random,8,63,0.471279,2896,66468,2
random,8,64,0.47664,2869,65513,0
random,8,65,0.481916,2808,64071,0
random,8,66,0.487107,2710,62458,1
random,8,67,0.492299,2646,61050,0
random,8,68,0.497404,2585,60352,0
random,8,69,0.50251,2555,59616,0
random,9,0,0,10647,237405,
random,9,1,0.0100417,10475,233640,0
random,9,2,0.0199983,10295,229203,0
random,9,3,0.0298698,10130,225454,0
random,9,4,0.0395711,9934,223468,0
random,9,5,0.0491873,9734,218834,0
random,9,6,0.0587184,9556,213616,0
random,9,7,0.0681644,9401,209328,0
random,9,8,0.0775253,9233,206412,0
random,9,9,0.0868011,9120,201798,0
random,9,10,0.0959918,8954,199650,0
random,9,11,0.105097,8829,196144,0
random,9,12,0.114118,8721,194832,0
random,9,13,0.123053,8533,192014,0
random,9,14,0.131904,8380,188309,0
random,9,15,0.140669,8275,185402,0
random,9,16,0.149264,8160,182970,0
random,9,17,0.157774,7954,177837,0
random,9,18,0.166199,7835,175064,0
random,9,19,0.174538,7683,173014,0
random,9,20,0.182793,7545,170272,0
random,9,21,0.191048,7416,167856,0
random,9,22,0.199217,7257,163324,0
random,9,23,0.207302,6966,158852,0
random,9,24,0.215301,6828,156900,0
random,9,25,0.223215,6736,155480,0
random,9,26,0.231044,6639,153470,0
random,9,27,0.238788,6458,150309,0
random,9,28,0.246447,6338,147610,2
random,9,29,0.254021,6142,143136,0
random,9,30,0.26151,6031,141000,0
random,9,31,0.268913,5891,136561,0
random,9,32,0.276232,5737,132192,0
random,9,33,0.28355,5651,131648,0
random,9,34,0.290784,5580,130080,0
random,9,35,0.297932,5516,127980,0
random,9,36,0.304995,5435,125354,0
random,9,37,0.311973,5346,123158,0
random,9,38,0.318866,5138,120520,0
random,9,39,0.32576,4989,118300,1
random,9,40,0.332567,4845,114300,0
random,9,41,0.33929,4754,112644,0
random,9,42,0.345928,4653,109616,0
random,9,43,0.352481,4571,107994,0
random,9,44,0.359033,4436,106384,0
random,9,45,0.365501,4386,104490,0
random,9,46,0.371883,4269,103148,0
random,9,47,0.378181,4148,100912,0
random,9,48,0.384478,3971,98465,0
random,9,49,0.39069,3849,97578,0
random,9,50,0.396817,3773,94806,0
random,9,51,0.402859,3718,93297,1
random,9,52,0.408901,3624,90538,0
random,9,53,0.414858,3516,88660,0
random,9,54,0.42073,3463,86546,0
random,9,55,0.426602,3400,85104,0
random,9,56,0.432389,3327,83460,0
random,9,57,0.43809,3227,81657,1
random,9,58,0.443792,3119,79695,0
random,9,59,0.449409,3074,78486,0
random,9,60,0.45494,3037,77662,0
random,9,61,0.460471,2985,76465,0
random,9,62,0.465918,2937,75346,0
random,9,63,0.471279,2878,73232,0
random,9,64,0.47664,2812,71148,1
random,9,65,0.481916,2773,69840,0
random,9,66,0.487107,2695,68187,1
random,9,67,0.492299,2640,66906,0
random,9,68,0.497404,2597,65772,0
random,9,69,0.50251,2541,63296,1
random,10,0,0,10647,237405,
random,10,1,0.0100417,10438,235316,0
random,10,2,0.0199983,10247,231215,0
random,10,3,0.0298698,10046,226200,0
random,10,4,0.0395711,9831,219906,0
random,10,5,0.0491873,9575,215343,0
random,10,6,0.0587184,9451,212725,0
random,10,7,0.0681644,9263,207240,0
random,10,8,0.0775253,9056,203067,0
random,10,9,0.0868011,8909,201142,0
random,10,10,0.0959918,8730,197030,0
random,10,11,0.105097,8468,190548,0
random,10,12,0.114118,8282,185667,0
random,10,13,0.123053,8093,181437,0
random,10,14,0.131904,7892,175800,0
random,10,15,0.140669,7748,172272,0
random,10,16,0.149264,7602,167900,0
random,10,17,0.157774,7449,164448,0
random,10,18,0.166199,7310,161312,0
random,10,19,0.174538,7220,159330,0
random,10,20,0.182793,6908,155680,0
random,10,21,0.191048,6817,154012,0
random,10,22,0.199217,6684,149877,0
random,10,23,0.207302,6492,146880,0
random,10,24,0.215301,6401,146070,0
random,10,25,0.223215,6202,141240,0
random,10,26,0.231044,6115,138069,2
random,10,27,0.238788,6045,134418,0
random,10,28,0.246447,5888,131318,0
random,10,29,0.254021,5748,127750,0
random,10,30,0.26151,5644,125994,1
random,10,31,0.268913,5446,122244,0
random,10,32,0.276232,5309,119548,0
random,10,33,0.28355,5227,117849,0
random,10,34,0.290784,5134,116154,0
random,10,35,0.297932,5037,113988,0
random,10,36,0.304995,4870,110432,0
random,10,37,0.311973,4741,107859,0
random,10,38,0.318866,4627,106236,0
random,10,39,0.32576,4509,103488,0
random,10,40,0.332567,4418,101676,1
random,10,41,0.33929,4348,99660,0
random,10,42,0.345928,4282,97433,0
random,10,43,0.352481,4217,96336,0
random,10,44,0.359033,4157,95460,0
random,10,45,0.365501,4007,93294,0
random,10,46,0.371883,3947,91590,0
random,10,47,0.378181,3850,89464,0
random,10,48,0.384478,3782,87150,0
random,10,49,0.39069,3677,85904,0
random,10,50,0.396817,3355,83640,0
random,10,51,0.402859,3293,82620,0
random,10,52,0.408901,3190,80400,0
random,10,53,0.414858,3168,79000,0
random,10,54,0.42073,3092,77022,0
random,10,55,0.426602,3058,75845,0
random,10,56,0.432389,2900,73153,0
random,10,57,0.43809,2829,70876,0
random,10,58,0.443792,2794,69378,0
random,10,59,0.449409,2753,67712,0
random,10,60,0.45494,2719,66794,0
random,10,61,0.460471,2642,64977,0
random,10,62,0.465918,2567,62626,0
random,10,63,0.471279,2450,60860,1
random,10,64,0.47664,2418,59150,1
random,10,65,0.481916,2388,58296,0
random,10,66,0.487107,2360,56938,0
random,10,67,0.492299,2318,55268,0
random,10,68,0.497404,2286,55104,0
random,10,69,0.50251,2172,53280,0
random,11,0,0,10647,237405,
random,11,1,0.0100417,10485,233640,0
random,11,2,0.0199983,10304,229803,0
random,11,3,0.0298698,10185,227040,0
random,11,4,0.0395711,9836,222774,0
random,11,5,0.0491873,9674,217695,0
random,11,6,0.0587184,9488,214092,0
random,11,7,0.0681644,9308,211820,0
random,11,8,0.0775253,9062,204844,0
random,11,9,0.0868011,8913,200736,0
random,11,10,0.0959918,8728,197640,0
random,11,11,0.105097,8493,195132,0
random,11,12,0.114118,8249,190834,0
random,11,13,0.123053,7818,183855,0
random,11,14,0.131904,7677,179950,0
random,11,15,0.140669,7556,176972,0
random,11,16,0.149264,7437,175462,0
random,11,17,0.157774,7326,172800,0
random,11,18,0.166199,7202,169562,0
random,11,19,0.174538,7032,163787,0
random,11,20,0.182793,6812,158688,0
random,11,21,0.191048,6543,156180,0
random,11,22,0.199217,6432,152280,0
random,11,23,0.207302,6214,149823,0
random,11,24,0.215301,6089,148452,0
random,11,25,0.223215,5961,147087,0
random,11,26,0.231044,5844,143550,0
random,11,27,0.238788,5763,143275,0
random,11,28,0.246447,5613,140352,0
random,11,29,0.254021,5516,138992,0
random,11,30,0.26151,5406,135072,0
random,11,31,0.268913,5335,133500,0
random,11,32,0.276232,5251,131440,0
random,11,33,0.28355,5154,129195,0
random,11,34,0.290784,5012,126225,0
random,11,35,0.297932,4917,124236,0
random,11,36,0.304995,4826,121030,0
random,11,37,0.311973,4706,117852,0
random,11,38,0.318866,4591,116397,0
random,11,39,0.32576,4537,113481,0
random,11,40,0.332567,4396,111360,0
random,11,41,0.33929,4308,108546,0
random,11,42,0.345928,4214,105534,0
random,11,43,0.352481,4129,103026,0
random,11,44,0.359033,4024,101447,0
random,11,45,0.365501,3970,100989,0
random,11,46,0.371883,3852,97875,0
random,11,47,0.378181,3775,96768,0
random,11,48,0.384478,3722,96336,0
random,11,49,0.39069,3614,94820,0
random,11,50,0.396817,3580,94160,0
random,11,51,0.402859,3505,92659,0
random,11,52,0.408901,3406,90950,0
random,11,53,0.414858,3341,88831,0
random,11,54,0.42073,3208,85905,0
random,11,55,0.426602,3092,83022,0
random,11,56,0.432389,3051,82416,0
random,11,57,0.43809,2958,79794,0
random,11,58,0.443792,2908,77812,0
random,11,59,0.449409,2830,75656,0
random,11,60,0.45494,2814,75270,0
random,11,61,0.460471,2670,72756,0
random,11,62,0.465918,2605,71995,0
random,11,63,0.471279,2535,69920,0
random,11,64,0.47664,2498,69000,0
random,11,65,0.481916,2412,66608,0
random,11,66,0.487107,2383,65872,0
random,11,67,0.492299,2328,64074,0
random,11,68,0.497404,2299,62300,0
random,11,69,0.50251,2180,59826,0
random,12,0,0,10647,237405,
random,12,1,0.0100417,10405,232362,0
random,12,2,0.0199983,10217,228288,0
random,12,3,0.0298698,10099,223560,0
random,12,4,0.0395711,9859,219564,0
random,12,5,0.0491873,9691,215900,0
random,12,6,0.0587184,9403,210380,0
random,12,7,0.0681644,9255,207500,0
random,12,8,0.0775253,9099,206172,0
random,12,9,0.0868011,8905,200451,0
random,12,10,0.0959918,8789,198208,0
random,12,11,0.105097,8699,195650,0
random,12,12,0.114118,8546,191637,0
random,12,13,0.123053,8324,186666,0
random,12,14,0.131904,8170,181540,0
random,12,15,0.140669,8017,177892,1
random,12,16,0.149264,7840,174990,0
random,12,17,0.157774,7711,174376,0
random,12,18,0.166199,7485,171195,0
random,12,19,0.174538,7342,168300,0
random,12,20,0.182793,7211,164241,0
random,12,21,0.191048,7080,162545,0
random,12,22,0.199217,6957,160857,0
random,12,23,0.207302,6793,157470,0
random,12,24,0.215301,6631,154119,0
random,12,25,0.223215,6540,151656,0
random,12,26,0.231044,6445,148896,0
random,12,27,0.238788,6336,145359,0
random,12,28,0.246447,6242,143448,0
random,12,29,0.254021,6036,140525,0
random,12,30,0.26151,5853,135810,0
random,12,31,0.268913,5721,132500,0
random,12,32,0.276232,5616,129428,0
random,12,33,0.28355,5463,126100,0
random,12,34,0.290784,5311,122145,0
random,12,35,0.297932,5210,119634,0
random,12,36,0.304995,5067,116532,0
random,12,37,0.311973,5015,114855,0
random,12,38,0.318866,4954,113867,0
random,12,39,0.32576,4861,111264,0
random,12,40,0.332567,4795,109626,0
random,12,41,0.33929,4739,107932,0
random,12,42,0.345928,4681,104958,0
random,12,43,0.352481,4580,103165,0
random,12,44,0.359033,4515,101322,0
random,12,45,0.365501,4414,98832,0
random,12,46,0.371883,4229,95824,0
random,12,47,0.378181,4156,93184,0
random,12,48,0.384478,4100,91020,0
random,12,49,0.39069,4014,88508,0
random,12,50,0.396817,3917,86616,0
random,12,51,0.402859,3838,85355,0
random,12,52,0.408901,3769,83556,0
random,12,53,0.414858,3692,81928,1
random,12,54,0.42073,3638,79516,0
random,12,55,0.426602,3559,77343,0
random,12,56,0.432389,3324,74625,0
random,12,57,0.43809,3235,72716,0
random,12,58,0.443792,3096,70080,0
random,12,59,0.449409,3045,68780,0
random,12,60,0.45494,2994,67851,0
random,12,61,0.460471,2936,66552,0
random,12,62,0.465918,2873,64889,0
random,12,63,0.471279,2836,63798,1
random,12,64,0.47664,2808,63455,0
random,12,65,0.481916,2746,62037,0
random,12,66,0.487107,2691,60840,0
random,12,67,0.492299,2659,60120,0
random,12,68,0.497404,2609,59070,0
random,12,69,0.50251,2523,57400,3
random,13,0,0,10647,237405,
random,13,1,0.0100417,10311,231968,0
random,13,2,0.0199983,10174,228984,0
random,13,3,0.0298698,10018,224554,0
random,13,4,0.0395711,9759,220590,0
random,13,5,0.0491873,9639,217899,0
random,13,6,0.0587184,9488,215265,0
random,13,7,0.0681644,9312,210086,0
random,13,8,0.0775253,9166,206793,0
random,13,9,0.0868011,8938,202048,0
random,13,10,0.0959918,8803,199470,0
random,13,11,0.105097,8509,193844,0
random,13,12,0.114118,8359,188615,0
random,13,13,0.123053,8102,182868,0
random,13,14,0.131904,7993,179256,0
random,13,15,0.140669,7867,176256,0
random,13,16,0.149264,7671,172407,0
random,13,17,0.157774,7436,170065,0
random,13,18,0.166199,7312,166582,0
random,13,19,0.174538,7152,162250,0
random,13,20,0.182793,7007,159210,0
random,13,21,0.191048,6863,156672,0
random,13,22,0.199217,6769,153360,0
random,13,23,0.207302,6685,150870,0
random,13,24,0.215301,6589,150024,0
random,13,25,0.223215,6405,147840,0
random,13,26,0.231044,6311,144282,0
random,13,27,0.238788,6235,143209,0
random,13,28,0.246447,6141,142101,0
random,13,29,0.254021,5936,137126,0
random,13,30,0.26151,5816,135038,0
random,13,31,0.268913,5654,131736,0
random,13,32,0.276232,5560,129952,1
random,13,33,0.28355,5406,126100,0
random,13,34,0.290784,5348,123802,0
random,13,35,0.297932,5274,120360,0
random,13,36,0.304995,5166,117180,0
random,13,37,0.311973,4991,114080,0
random,13,38,0.318866,4930,112632,0
random,13,39,0.32576,4848,108240,0
random,13,40,0.332567,4727,106624,0
random,13,41,0.33929,4662,105434,0
random,13,42,0.345928,4608,103806,0
random,13,43,0.352481,4559,102858,0
random,13,44,0.359033,4457,99528,0
random,13,45,0.365501,4408,97713,0
random,13,46,0.371883,4302,95264,0
random,13,47,0.378181,4218,93524,0
random,13,48,0.384478,4097,91575,0
random,13,49,0.39069,3985,89423,0
random,13,50,0.396817,3853,87958,0
random,13,51,0.402859,3796,87516,0
random,13,52,0.408901,3647,85064,0
random,13,53,0.414858,3571,83032,0
random,13,54,0.42073,3508,81196,0
random,13,55,0.426602,3450,78960,0
random,13,56,0.432389,3382,78000,0
random,13,57,0.43809,3314,75888,0
random,13,58,0.443792,3269,75276,0
random,13,59,0.449409,3199,73528,0
random,13,60,0.45494,3138,71757,0
random,13,61,0.460471,3078,70600,0
random,13,62,0.465918,2812,69541,0
random,13,63,0.471279,2760,68208,1
random,13,64,0.47664,2706,66836,0
random,13,65,0.481916,2666,65910,0
random,13,66,0.487107,2622,64935,0
random,13,67,0.492299,2563,64020,0
random,13,68,0.497404,2520,63304,0
random,13,69,0.50251,2476,63111,0
random,14,0,0,10647,237405,
random,14,1,0.0100417,10433,231215,0
random,14,2,0.0199983,10274,227500,0
random,14,3,0.0298698,10059,224162,0
random,14,4,0.0395711,9711,217899,0
random,14,5,0.0491873,9563,213321,0
random,14,6,0.0587184,9357,208705,0
random,14,7,0.0681644,9029,204889,0
random,14,8,0.0775253,8860,200816,0
random,14,9,0.0868011,8728,197353,0
random,14,10,0.0959918,8605,193884,0
random,14,11,0.105097,8439,189846,0
random,14,12,0.114118,8318,184946,0
random,14,13,0.123053,8217,181227,0
random,14,14,0.131904,8070,177892,0
random,14,15,0.140669,7795,174376,0
random,14,16,0.149264,7666,170630,0
random,14,17,0.157774,7534,166244,0
random,14,18,0.166199,7380,163096,0
random,14,19,0.174538,7286,161365,0
random,14,20,0.182793,7098,157680,0
random,14,21,0.191048,6985,157096,0
random,14,22,0.199217,6739,154080,1
random,14,23,0.207302,6635,150480,0
random,14,24,0.215301,6510,149100,0
random,14,25,0.223215,6385,147486,0
random,14,26,0.231044,6276,144200,0
random,14,27,0.238788,6205,142058,0
random,14,28,0.246447,6093,138918,0
random,14,29,0.254021,5946,135810,0
random,14,30,0.26151,5800,132468,0
random,14,31,0.268913,5710,130645,0
random,14,32,0.276232,5586,127890,0
random,14,33,0.28355,5466,125646,0
random,14,34,0.290784,5356,124672,0
random,14,35,0.297932,5218,122705,0
random,14,36,0.304995,5128,120250,0
random,14,37,0.311973,4906,117325,0
random,14,38,0.318866,4840,115128,0
random,14,39,0.32576,4745,112752,0
random,14,40,0.332567,4643,110640,0
random,14,41,0.33929,4583,107852,1
random,14,42,0.345928,4517,105492,0
random,14,43,0.352481,4415,103685,0
random,14,44,0.359033,4312,99426,0
random,14,45,0.365501,4071,96113,0
random,14,46,0.371883,3986,93951,1
random,14,47,0.378181,3884,91584,0
random,14,48,0.384478,3814,89666,0
random,14,49,0.39069,3709,87150,0
random,14,50,0.396817,3629,86100,0
random,14,51,0.402859,3554,83809,0
random,14,52,0.408901,3482,82800,0
random,14,53,0.414858,3383,80194,0
random,14,54,0.42073,3312,78012,0
random,14,55,0.426602,3282,77022,0
random,14,56,0.432389,3209,75852,0
random,14,57,0.43809,3119,74498,0
random,14,58,0.443792,3054,72384,0
random,14,59,0.449409,3000,71250,0
random,14,60,0.45494,2966,70124,0
random,14,61,0.460471,2913,68442,0
random,14,62,0.465918,2865,66970,0
random,14,63,0.471279,2786,64436,0
