null_index,seed,strategy,trials,auc_flow,auc_reachability,intact_flow,intact_pairs
78,20360993,random,30,0.575015,0.585792,12445,237405
78,20360993,out_strength,1,0.202679,0.35675,12445,237405
78,20360993,in_strength,1,0.58436,0.63418,12445,237405
78,20360993,betweenness,1,0.342091,0.500479,12445,237405
78,20360993,pagerank,1,0.5839,0.627549,12445,237405
78,20360993,sm_betweenness,1,0.349307,0.373127,12445,237405
79,20360994,random,30,0.576157,0.586029,12345,237405
79,20360994,out_strength,1,0.202135,0.353785,12345,237405
79,20360994,in_strength,1,0.601314,0.646117,12345,237405
79,20360994,betweenness,1,0.342335,0.489967,12345,237405
79,20360994,pagerank,1,0.599805,0.656236,12345,237405
79,20360994,sm_betweenness,1,0.352633,0.380958,12345,237405
80,20360995,random,30,0.574337,0.586359,12332,236740
80,20360995,out_strength,1,0.202318,0.355122,12332,236740
80,20360995,in_strength,1,0.586941,0.627237,12332,236740
80,20360995,betweenness,1,0.346463,0.498874,12332,236740
80,20360995,pagerank,1,0.583273,0.635502,12332,236740
80,20360995,sm_betweenness,1,0.322069,0.356124,12332,236740
81,20360996,random,30,0.575179,0.586229,12358,236740
81,20360996,out_strength,1,0.203839,0.358216,12358,236740
81,20360996,in_strength,1,0.591317,0.642832,12358,236740
81,20360996,betweenness,1,0.347341,0.506126,12358,236740
81,20360996,pagerank,1,0.578767,0.642705,12358,236740
81,20360996,sm_betweenness,1,0.354363,0.374951,12358,236740
82,20360997,random,30,0.575121,0.585649,12370,237405
82,20360997,out_strength,1,0.203074,0.357617,12370,237405
82,20360997,in_strength,1,0.594439,0.622716,12370,237405
82,20360997,betweenness,1,0.35253,0.507026,12370,237405
82,20360997,pagerank,1,0.58137,0.622811,12370,237405
82,20360997,sm_betweenness,1,0.359039,0.378852,12370,237405
83,20360998,random,30,0.574892,0.586328,12433,236741
83,20360998,out_strength,1,0.202799,0.358168,12433,236741
83,20360998,in_strength,1,0.616209,0.667444,12433,236741
83,20360998,betweenness,1,0.339573,0.492226,12433,236741
83,20360998,pagerank,1,0.573608,0.619428,12433,236741
83,20360998,sm_betweenness,1,0.335996,0.369603,12433,236741
84,20360999,random,30,0.57481,0.586386,12398,236740
84,20360999,out_strength,1,0.202306,0.357259,12398,236740
84,20360999,in_strength,1,0.575951,0.645449,12398,236740
84,20360999,betweenness,1,0.343773,0.486983,12398,236740
84,20360999,pagerank,1,0.586805,0.639735,12398,236740
84,20360999,sm_betweenness,1,0.352745,0.376538,12398,236740
85,20361000,random,30,0.575311,0.585949,12451,237405
85,20361000,out_strength,1,0.202705,0.359304,12451,237405
85,20361000,in_strength,1,0.587059,0.631737,12451,237405
85,20361000,betweenness,1,0.342088,0.495338,12451,237405
85,20361000,pagerank,1,0.597226,0.66868,12451,237405
85,20361000,sm_betweenness,1,0.344928,0.368897,12451,237405
86,20361001,random,30,0.575985,0.586071,12369,236740
86,20361001,out_strength,1,0.20325,0.355742,12369,236740
86,20361001,in_strength,1,0.600795,0.65485,12369,236740
86,20361001,betweenness,1,0.349885,0.498529,12369,236740
86,20361001,pagerank,1,0.583573,0.644202,12369,236740
86,20361001,sm_betweenness,1,0.356448,0.37906,12369,236740
87,20361002,random,30,0.575344,0.58599,12372,237405
87,20361002,out_strength,1,0.201433,0.35674,12372,237405
87,20361002,in_strength,1,0.58033,0.640839,12372,237405
87,20361002,betweenness,1,0.345741,0.494124,12372,237405
87,20361002,pagerank,1,0.587363,0.630087,12372,237405
87,20361002,sm_betweenness,1,0.355295,0.36533,12372,237405
88,20361003,random,30,0.574581,0.585791,12375,237405
88,20361003,out_strength,1,0.201828,0.359653,12375,237405
88,20361003,in_strength,1,0.595898,0.651157,12375,237405
88,20361003,betweenness,1,0.348598,0.501951,12375,237405
88,20361003,pagerank,1,0.59453,0.645597,12375,237405
88,20361003,sm_betweenness,1,0.35453,0.37009,12375,237405
89,20361004,random,30,0.574922,0.585665,12412,237405
89,20361004,out_strength,1,0.198424,0.353093,12412,237405
89,20361004,in_strength,1,0.595193,0.649362,12412,237405
89,20361004,betweenness,1,0.345579,0.505174,12412,237405
89,20361004,pagerank,1,0.587346,0.641553,12412,237405
89,20361004,sm_betweenness,1,0.385255,0.388458,12412,237405
90,20361005,random,30,0.575105,0.585845,12392,237405
90,20361005,out_strength,1,0.204596,0.355812,12392,237405
90,20361005,in_strength,1,0.584405,0.625381,12392,237405
90,20361005,betweenness,1,0.34862,0.509667,12392,237405
90,20361005,pagerank,1,0.589488,0.636987,12392,237405
90,20361005,sm_betweenness,1,0.347373,0.369801,12392,237405
91,20361006,random,30,0.574632,0.585867,12354,237405
91,20361006,out_strength,1,0.202379,0.362353,12354,237405
91,20361006,in_strength,1,0.597895,0.644998,12354,237405
91,20361006,betweenness,1,0.346734,0.501402,12354,237405
91,20361006,pagerank,1,0.591785,0.640242,12354,237405
91,20361006,sm_betweenness,1,0.358908,0.382326,12354,237405
92,20361007,random,30,0.575211,0.58596,12425,237405
92,20361007,out_strength,1,0.200736,0.348567,12425,237405
92,20361007,in_strength,1,0.58795,0.642597,12425,237405
92,20361007,betweenness,1,0.346218,0.487894,12425,237405
92,20361007,pagerank,1,0.596145,0.635943,12425,237405
92,20361007,sm_betweenness,1,0.373911,0.38132,12425,237405
93,20361008,random,30,0.574782,0.585517,12313,237405
93,20361008,out_strength,1,0.202172,0.357484,12313,237405
93,20361008,in_strength,1,0.592347,0.630369,12313,237405
93,20361008,betweenness,1,0.350182,0.508931,12313,237405
93,20361008,pagerank,1,0.586962,0.656493,12313,237405
93,20361008,sm_betweenness,1,0.359798,0.377335,12313,237405
94,20361009,random,30,0.575483,0.58595,12343,237405
94,20361009,out_strength,1,0.200762,0.358555,12343,237405
94,20361009,in_strength,1,0.597743,0.642411,12343,237405
94,20361009,betweenness,1,0.343752,0.49522,12343,237405
94,20361009,pagerank,1,0.588427,0.637487,12343,237405
94,20361009,sm_betweenness,1,0.341704,0.35719,12343,237405
95,20361010,random,30,0.575572,0.585944,12363,237405
95,20361010,out_strength,1,0.201398,0.357076,12363,237405
95,20361010,in_strength,1,0.603603,0.661136,12363,237405
95,20361010,betweenness,1,0.346158,0.496263,12363,237405
95,20361010,pagerank,1,0.596602,0.640243,12363,237405
95,20361010,sm_betweenness,1,0.370789,0.376769,12363,237405
96,20361011,random,30,0.575244,0.586277,12442,237405
96,20361011,out_strength,1,0.20363,0.358773,12442,237405
96,20361011,in_strength,1,0.587488,0.616936,12442,237405
96,20361011,betweenness,1,0.350082,0.499192,12442,237405
96,20361011,pagerank,1,0.589527,0.639079,12442,237405
96,20361011,sm_betweenness,1,0.334845,0.36348,12442,237405
97,20361012,random,30,0.575989,0.585611,12394,237405
97,20361012,out_strength,1,0.201637,0.35754,12394,237405
97,20361012,in_strength,1,0.590625,0.628745,12394,237405
97,20361012,betweenness,1,0.344579,0.504364,12394,237405
97,20361012,pagerank,1,0.585959,0.633132,12394,237405
97,20361012,sm_betweenness,1,0.368448,0.373155,12394,237405
98,20361013,random,30,0.575565,0.586132,12378,237405
98,20361013,out_strength,1,0.201123,0.359767,12378,237405
98,20361013,in_strength,1,0.593632,0.645612,12378,237405
98,20361013,betweenness,1,0.346768,0.505168,12378,237405
98,20361013,pagerank,1,0.5848,0.6461,12378,237405
98,20361013,sm_betweenness,1,0.345129,0.380746,12378,237405
99,20361014,random,30,0.574921,0.585898,12355,237405
99,20361014,out_strength,1,0.200257,0.358944,12355,237405
99,20361014,in_strength,1,0.599221,0.634234,12355,237405
99,20361014,betweenness,1,0.346408,0.502325,12355,237405
99,20361014,pagerank,1,0.599863,0.645662,12355,237405
99,20361014,sm_betweenness,1,0.3448,0.363918,12355,237405
100,20361015,random,30,0.575363,0.585078,12406,237405
100,20361015,out_strength,1,0.20051,0.354324,12406,237405
100,20361015,in_strength,1,0.594052,0.645328,12406,237405
100,20361015,betweenness,1,0.343197,0.495241,12406,237405
100,20361015,pagerank,1,0.57549,0.631018,12406,237405
100,20361015,sm_betweenness,1,0.345952,0.369536,12406,237405
101,20361016,random,30,0.57512,0.585807,12379,236740
101,20361016,out_strength,1,0.201483,0.358555,12379,236740
101,20361016,in_strength,1,0.594234,0.63053,12379,236740
101,20361016,betweenness,1,0.344407,0.498949,12379,236740
101,20361016,pagerank,1,0.574014,0.623955,12379,236740
101,20361016,sm_betweenness,1,0.341556,0.354731,12379,236740
102,20361017,random,30,0.575556,0.586087,12396,236741
102,20361017,out_strength,1,0.203938,0.357321,12396,236741
102,20361017,in_strength,1,0.587579,0.651681,12396,236741
102,20361017,betweenness,1,0.351417,0.501741,12396,236741
102,20361017,pagerank,1,0.586361,0.639656,12396,236741
102,20361017,sm_betweenness,1,0.39465,0.399359,12396,236741
103,20361018,random,30,0.574165,0.586518,12341,236740
103,20361018,out_strength,1,0.201471,0.357196,12341,236740
103,20361018,in_strength,1,0.579897,0.635271,12341,236740
103,20361018,betweenness,1,0.347068,0.502788,12341,236740
103,20361018,pagerank,1,0.578379,0.628349,12341,236740
103,20361018,sm_betweenness,1,0.351708,0.374616,12341,236740
104,20361019,random,30,0.575989,0.585528,12402,237405
104,20361019,out_strength,1,0.201213,0.354893,12402,237405
104,20361019,in_strength,1,0.596416,0.654068,12402,237405
104,20361019,betweenness,1,0.339344,0.504541,12402,237405
104,20361019,pagerank,1,0.599599,0.661981,12402,237405
104,20361019,sm_betweenness,1,0.348807,0.360385,12402,237405
105,20361020,random,30,0.575574,0.585429,12348,237405
105,20361020,out_strength,1,0.201837,0.358431,12348,237405
105,20361020,in_strength,1,0.612391,0.652595,12348,237405
105,20361020,betweenness,1,0.343714,0.502071,12348,237405
105,20361020,pagerank,1,0.607421,0.67699,12348,237405
105,20361020,sm_betweenness,1,0.345729,0.356942,12348,237405
106,20361021,random,30,0.575208,0.585678,12478,237405
106,20361021,out_strength,1,0.201497,0.356679,12478,237405
106,20361021,in_strength,1,0.589193,0.648557,12478,237405
106,20361021,betweenness,1,0.34279,0.505863,12478,237405
106,20361021,pagerank,1,0.576266,0.63028,12478,237405
106,20361021,sm_betweenness,1,0.351593,0.376884,12478,237405
107,20361022,random,30,0.575836,0.586007,12285,237405
107,20361022,out_strength,1,0.203031,0.361148,12285,237405
107,20361022,in_strength,1,0.605547,0.655606,12285,237405
107,20361022,betweenness,1,0.343115,0.496232,12285,237405
107,20361022,pagerank,1,0.589216,0.640577,12285,237405
107,20361022,sm_betweenness,1,0.339584,0.352815,12285,237405
108,20361023,random,30,0.576019,0.586193,12319,236741
108,20361023,out_strength,1,0.205595,0.359218,12319,236741
108,20361023,in_strength,1,0.599046,0.638293,12319,236741
108,20361023,betweenness,1,0.343775,0.503857,12319,236741
108,20361023,pagerank,1,0.590426,0.632869,12319,236741
108,20361023,sm_betweenness,1,0.355989,0.370701,12319,236741
109,20361024,random,30,0.575136,0.585595,12411,237405
109,20361024,out_strength,1,0.202247,0.357131,12411,237405
109,20361024,in_strength,1,0.584163,0.632677,12411,237405
109,20361024,betweenness,1,0.340049,0.489939,12411,237405
109,20361024,pagerank,1,0.593727,0.655635,12411,237405
109,20361024,sm_betweenness,1,0.341717,0.363759,12411,237405
110,20361025,random,30,0.575971,0.585538,12354,237405
110,20361025,out_strength,1,0.200953,0.358186,12354,237405
110,20361025,in_strength,1,0.578055,0.635518,12354,237405
110,20361025,betweenness,1,0.34451,0.494633,12354,237405
110,20361025,pagerank,1,0.592357,0.634895,12354,237405
110,20361025,sm_betweenness,1,0.369136,0.381066,12354,237405
111,20361026,random,30,0.574615,0.586335,12393,236740
111,20361026,out_strength,1,0.203012,0.359949,12393,236740
111,20361026,in_strength,1,0.575904,0.617533,12393,236740
111,20361026,betweenness,1,0.342593,0.504147,12393,236740
111,20361026,pagerank,1,0.585605,0.638743,12393,236740
111,20361026,sm_betweenness,1,0.356587,0.376089,12393,236740
112,20361027,random,30,0.574604,0.585792,12353,237405
112,20361027,out_strength,1,0.199618,0.35089,12353,237405
112,20361027,in_strength,1,0.584332,0.604538,12353,237405
112,20361027,betweenness,1,0.349459,0.501659,12353,237405
112,20361027,pagerank,1,0.589232,0.625872,12353,237405
112,20361027,sm_betweenness,1,0.354436,0.379065,12353,237405
113,20361028,random,30,0.575688,0.586094,12363,237405
113,20361028,out_strength,1,0.201227,0.355771,12363,237405
113,20361028,in_strength,1,0.586622,0.626055,12363,237405
113,20361028,betweenness,1,0.348622,0.504139,12363,237405
113,20361028,pagerank,1,0.592195,0.63579,12363,237405
113,20361028,sm_betweenness,1,0.338019,0.374533,12363,237405
114,20361029,random,30,0.574892,0.585998,12423,237405
114,20361029,out_strength,1,0.202358,0.355494,12423,237405
114,20361029,in_strength,1,0.591782,0.632382,12423,237405
114,20361029,betweenness,1,0.339867,0.492394,12423,237405
114,20361029,pagerank,1,0.582364,0.637656,12423,237405
114,20361029,sm_betweenness,1,0.364005,0.36937,12423,237405
115,20361030,random,30,0.574941,0.586109,12394,237405
115,20361030,out_strength,1,0.19926,0.354539,12394,237405
115,20361030,in_strength,1,0.598487,0.642951,12394,237405
115,20361030,betweenness,1,0.347381,0.506692,12394,237405
115,20361030,pagerank,1,0.583716,0.63167,12394,237405
115,20361030,sm_betweenness,1,0.347669,0.364843,12394,237405
116,20361031,random,30,0.574277,0.586065,12362,237405
116,20361031,out_strength,1,0.20098,0.359162,12362,237405
116,20361031,in_strength,1,0.594527,0.633885,12362,237405
116,20361031,betweenness,1,0.347615,0.50638,12362,237405
116,20361031,pagerank,1,0.59536,0.655038,12362,237405
116,20361031,sm_betweenness,1,0.347196,0.34939,12362,237405
117,20361032,random,30,0.574398,0.585936,12325,237405
117,20361032,out_strength,1,0.201374,0.357572,12325,237405
117,20361032,in_strength,1,0.592833,0.626468,12325,237405
117,20361032,betweenness,1,0.348612,0.500269,12325,237405
117,20361032,pagerank,1,0.587638,0.642976,12325,237405
117,20361032,sm_betweenness,1,0.364515,0.378861,12325,237405
118,20361033,random,30,0.574741,0.585028,12357,237405
118,20361033,out_strength,1,0.199981,0.358874,12357,237405
118,20361033,in_strength,1,0.62132,0.659069,12357,237405
118,20361033,betweenness,1,0.338725,0.489073,12357,237405
118,20361033,pagerank,1,0.584115,0.620083,12357,237405
118,20361033,sm_betweenness,1,0.346523,0.360348,12357,237405
119,20361034,random,30,0.575456,0.586098,12395,237405
119,20361034,out_strength,1,0.202234,0.354595,12395,237405
119,20361034,in_strength,1,0.573713,0.617431,12395,237405
119,20361034,betweenness,1,0.349058,0.503271,12395,237405
119,20361034,pagerank,1,0.580922,0.625101,12395,237405
119,20361034,sm_betweenness,1,0.363276,0.377783,12395,237405
120,20361035,random,30,0.575369,0.585648,12419,236740
120,20361035,out_strength,1,0.203834,0.361665,12419,236740
120,20361035,in_strength,1,0.602812,0.652725,12419,236740
120,20361035,betweenness,1,0.344148,0.488637,12419,236740
120,20361035,pagerank,1,0.577511,0.613897,12419,236740
120,20361035,sm_betweenness,1,0.344053,0.365528,12419,236740
121,20361036,random,30,0.575285,0.585918,12338,237405
121,20361036,out_strength,1,0.202922,0.361444,12338,237405
121,20361036,in_strength,1,0.606593,0.650108,12338,237405
121,20361036,betweenness,1,0.33868,0.499004,12338,237405
121,20361036,pagerank,1,0.59994,0.635446,12338,237405
121,20361036,sm_betweenness,1,0.356134,0.37965,12338,237405
122,20361037,random,30,0.57536,0.585814,12338,237405
122,20361037,out_strength,1,0.202872,0.356748,12338,237405
122,20361037,in_strength,1,0.595805,0.639481,12338,237405
122,20361037,betweenness,1,0.350711,0.506912,12338,237405
122,20361037,pagerank,1,0.57046,0.615996,12338,237405
122,20361037,sm_betweenness,1,0.346387,0.376098,12338,237405
123,20361038,random,30,0.575041,0.58564,12357,237405
123,20361038,out_strength,1,0.20036,0.354666,12357,237405
123,20361038,in_strength,1,0.584129,0.654274,12357,237405
123,20361038,betweenness,1,0.343515,0.497488,12357,237405
123,20361038,pagerank,1,0.589751,0.645084,12357,237405
123,20361038,sm_betweenness,1,0.368113,0.372301,12357,237405
124,20361039,random,30,0.575191,0.585387,12369,237405
124,20361039,out_strength,1,0.203358,0.359443,12369,237405
124,20361039,in_strength,1,0.587877,0.636415,12369,237405
124,20361039,betweenness,1,0.346977,0.507119,12369,237405
124,20361039,pagerank,1,0.581986,0.636189,12369,237405
124,20361039,sm_betweenness,1,0.363397,0.380428,12369,237405
125,20361040,random,30,0.575104,0.586168,12433,236741
125,20361040,out_strength,1,0.203203,0.354306,12433,236741
125,20361040,in_strength,1,0.581934,0.642468,12433,236741
125,20361040,betweenness,1,0.345433,0.505168,12433,236741
125,20361040,pagerank,1,0.581708,0.642102,12433,236741
125,20361040,sm_betweenness,1,0.373681,0.381815,12433,236741
126,20361041,random,30,0.575031,0.585795,12365,237405
126,20361041,out_strength,1,0.2017,0.350762,12365,237405
126,20361041,in_strength,1,0.597536,0.645276,12365,237405
126,20361041,betweenness,1,0.344389,0.492864,12365,237405
126,20361041,pagerank,1,0.599735,0.651648,12365,237405
126,20361041,sm_betweenness,1,0.361091,0.36467,12365,237405
127,20361042,random,30,0.574603,0.586083,12328,237405
127,20361042,out_strength,1,0.204484,0.357309,12328,237405
127,20361042,in_strength,1,0.599399,0.647012,12328,237405
127,20361042,betweenness,1,0.345219,0.496367,12328,237405
127,20361042,pagerank,1,0.5845,0.638057,12328,237405
127,20361042,sm_betweenness,1,0.342084,0.373988,12328,237405
128,20361043,random,30,0.575723,0.585258,12304,237405
128,20361043,out_strength,1,0.202992,0.357604,12304,237405
128,20361043,in_strength,1,0.59254,0.642127,12304,237405
128,20361043,betweenness,1,0.34969,0.504102,12304,237405
128,20361043,pagerank,1,0.590175,0.641384,12304,237405
128,20361043,sm_betweenness,1,0.346124,0.369038,12304,237405
129,20361044,random,30,0.57542,0.586325,12393,236740
129,20361044,out_strength,1,0.202104,0.35394,12393,236740
129,20361044,in_strength,1,0.592883,0.620988,12393,236740
129,20361044,betweenness,1,0.337556,0.491256,12393,236740
129,20361044,pagerank,1,0.599138,0.652353,12393,236740
129,20361044,sm_betweenness,1,0.349017,0.367092,12393,236740
130,20361045,random,30,0.574306,0.58609,12332,237405
130,20361045,out_strength,1,0.20293,0.356868,12332,237405
130,20361045,in_strength,1,0.605891,0.65137,12332,237405
130,20361045,betweenness,1,0.343426,0.503094,12332,237405
130,20361045,pagerank,1,0.589778,0.640955,12332,237405
130,20361045,sm_betweenness,1,0.329229,0.345507,12332,237405
131,20361046,random,30,0.575324,0.585938,12324,237405
131,20361046,out_strength,1,0.20211,0.357374,12324,237405
131,20361046,in_strength,1,0.591147,0.653646,12324,237405
131,20361046,betweenness,1,0.350348,0.497246,12324,237405
131,20361046,pagerank,1,0.606343,0.673104,12324,237405
131,20361046,sm_betweenness,1,0.353308,0.369069,12324,237405
132,20361047,random,30,0.574734,0.585298,12325,237405
132,20361047,out_strength,1,0.202214,0.358542,12325,237405
132,20361047,in_strength,1,0.594142,0.634278,12325,237405
132,20361047,betweenness,1,0.341685,0.497756,12325,237405
132,20361047,pagerank,1,0.585949,0.640939,12325,237405
132,20361047,sm_betweenness,1,0.359741,0.378614,12325,237405
133,20361048,random,30,0.574105,0.585922,12429,237405
133,20361048,out_strength,1,0.201641,0.352444,12429,237405
133,20361048,in_strength,1,0.581074,0.619137,12429,237405
133,20361048,betweenness,1,0.345912,0.499686,12429,237405
133,20361048,pagerank,1,0.605377,0.652276,12429,237405
133,20361048,sm_betweenness,1,0.359101,0.387424,12429,237405
134,20361049,random,30,0.574879,0.586059,12405,237405
134,20361049,out_strength,1,0.201657,0.355073,12405,237405
134,20361049,in_strength,1,0.597695,0.634564,12405,237405
134,20361049,betweenness,1,0.346976,0.505501,12405,237405
134,20361049,pagerank,1,0.583442,0.626507,12405,237405
134,20361049,sm_betweenness,1,0.363614,0.383232,12405,237405
135,20361050,random,30,0.574855,0.586033,12358,237405
135,20361050,out_strength,1,0.201854,0.357879,12358,237405
135,20361050,in_strength,1,0.592401,0.637667,12358,237405
135,20361050,betweenness,1,0.348612,0.504673,12358,237405
135,20361050,pagerank,1,0.587876,0.640402,12358,237405
135,20361050,sm_betweenness,1,0.356138,0.368234,12358,237405
136,20361051,random,30,0.574656,0.586049,12391,237405
136,20361051,out_strength,1,0.20418,0.360066,12391,237405
136,20361051,in_strength,1,0.595868,0.634466,12391,237405
136,20361051,betweenness,1,0.350763,0.506195,12391,237405
136,20361051,pagerank,1,0.602233,0.652272,12391,237405
136,20361051,sm_betweenness,1,0.361892,0.372454,12391,237405
137,20361052,random,30,0.575734,0.585888,12377,237405
137,20361052,out_strength,1,0.202423,0.357432,12377,237405
137,20361052,in_strength,1,0.603249,0.637441,12377,237405
137,20361052,betweenness,1,0.346435,0.49744,12377,237405
137,20361052,pagerank,1,0.593244,0.645527,12377,237405
137,20361052,sm_betweenness,1,0.350259,0.359656,12377,237405
138,20361053,random,30,0.57487,0.585577,12395,237405
138,20361053,out_strength,1,0.203447,0.355581,12395,237405
138,20361053,in_strength,1,0.602799,0.642623,12395,237405
138,20361053,betweenness,1,0.3502,0.507812,12395,237405
138,20361053,pagerank,1,0.58899,0.646853,12395,237405
138,20361053,sm_betweenness,1,0.351969,0.364726,12395,237405
139,20361054,random,30,0.574735,0.58606,12394,237405
139,20361054,out_strength,1,0.203475,0.356811,12394,237405
139,20361054,in_strength,1,0.606704,0.660401,12394,237405
139,20361054,betweenness,1,0.342882,0.495648,12394,237405
139,20361054,pagerank,1,0.599575,0.651391,12394,237405
139,20361054,sm_betweenness,1,0.360248,0.376383,12394,237405
140,20361055,random,30,0.575005,0.585761,12370,237405
140,20361055,out_strength,1,0.201824,0.356429,12370,237405
140,20361055,in_strength,1,0.59765,0.66023,12370,237405
140,20361055,betweenness,1,0.345889,0.498,12370,237405
140,20361055,pagerank,1,0.585208,0.636228,12370,237405
140,20361055,sm_betweenness,1,0.347553,0.366575,12370,237405
141,20361056,random,30,0.575243,0.585291,12368,237405
141,20361056,out_strength,1,0.203004,0.357822,12368,237405
141,20361056,in_strength,1,0.585666,0.634717,12368,237405
141,20361056,betweenness,1,0.342465,0.492888,12368,237405
141,20361056,pagerank,1,0.57521,0.616238,12368,237405
141,20361056,sm_betweenness,1,0.33314,0.365239,12368,237405
142,20361057,random,30,0.574882,0.586402,12361,236740
142,20361057,out_strength,1,0.203503,0.35679,12361,236740
142,20361057,in_strength,1,0.602583,0.660213,12361,236740
142,20361057,betweenness,1,0.348139,0.504979,12361,236740
142,20361057,pagerank,1,0.58597,0.630842,12361,236740
142,20361057,sm_betweenness,1,0.338128,0.378213,12361,236740
143,20361058,random,30,0.57458,0.585549,12409,237405
143,20361058,out_strength,1,0.203725,0.35463,12409,237405
143,20361058,in_strength,1,0.583336,0.613681,12409,237405
143,20361058,betweenness,1,0.352065,0.498424,12409,237405
143,20361058,pagerank,1,0.593986,0.649306,12409,237405
143,20361058,sm_betweenness,1,0.367613,0.378946,12409,237405
144,20361059,random,30,0.575597,0.585741,12400,237405
144,20361059,out_strength,1,0.202478,0.356463,12400,237405
144,20361059,in_strength,1,0.593379,0.638489,12400,237405
144,20361059,betweenness,1,0.345641,0.51112,12400,237405
144,20361059,pagerank,1,0.602141,0.653998,12400,237405
144,20361059,sm_betweenness,1,0.348827,0.376262,12400,237405
145,20361060,random,30,0.574948,0.585946,12400,237405
145,20361060,out_strength,1,0.201903,0.355636,12400,237405
145,20361060,in_strength,1,0.584871,0.632413,12400,237405
145,20361060,betweenness,1,0.347031,0.511209,12400,237405
145,20361060,pagerank,1,0.584806,0.629895,12400,237405
145,20361060,sm_betweenness,1,0.363694,0.380299,12400,237405
146,20361061,random,30,0.574489,0.585973,12349,237405
146,20361061,out_strength,1,0.20097,0.353465,12349,237405
146,20361061,in_strength,1,0.598188,0.645068,12349,237405
146,20361061,betweenness,1,0.343474,0.495934,12349,237405
146,20361061,pagerank,1,0.596164,0.653701,12349,237405
146,20361061,sm_betweenness,1,0.344511,0.379081,12349,237405
147,20361062,random,30,0.57497,0.586055,12317,237405
147,20361062,out_strength,1,0.204099,0.361423,12317,237405
147,20361062,in_strength,1,0.573216,0.633666,12317,237405
147,20361062,betweenness,1,0.343031,0.490425,12317,237405
147,20361062,pagerank,1,0.599072,0.633043,12317,237405
147,20361062,sm_betweenness,1,0.36165,0.379236,12317,237405
148,20361063,random,30,0.57546,0.585976,12394,237405
148,20361063,out_strength,1,0.201186,0.357309,12394,237405
148,20361063,in_strength,1,0.602408,0.646796,12394,237405
148,20361063,betweenness,1,0.342185,0.503915,12394,237405
148,20361063,pagerank,1,0.589092,0.641023,12394,237405
148,20361063,sm_betweenness,1,0.352229,0.36856,12394,237405
149,20361064,random,30,0.575208,0.585651,12386,237405
149,20361064,out_strength,1,0.199925,0.354827,12386,237405
149,20361064,in_strength,1,0.605729,0.643552,12386,237405
149,20361064,betweenness,1,0.342875,0.495054,12386,237405
149,20361064,pagerank,1,0.588561,0.637602,12386,237405
149,20361064,sm_betweenness,1,0.360238,0.37015,12386,237405
150,20361065,random,30,0.575575,0.58619,12471,236740
150,20361065,out_strength,1,0.201244,0.357686,12471,236740
150,20361065,in_strength,1,0.57697,0.607329,12471,236740
150,20361065,betweenness,1,0.34392,0.496956,12471,236740
150,20361065,pagerank,1,0.595456,0.639704,12471,236740
150,20361065,sm_betweenness,1,0.360186,0.37095,12471,236740
151,20361066,random,30,0.57478,0.586107,12349,237405
151,20361066,out_strength,1,0.201399,0.356115,12349,237405
151,20361066,in_strength,1,0.606968,0.654403,12349,237405
151,20361066,betweenness,1,0.351623,0.51008,12349,237405
151,20361066,pagerank,1,0.597486,0.65005,12349,237405
151,20361066,sm_betweenness,1,0.381933,0.369248,12349,237405
152,20361067,random,30,0.575375,0.585808,12293,237405
152,20361067,out_strength,1,0.20047,0.353215,12293,237405
152,20361067,in_strength,1,0.597236,0.626891,12293,237405
152,20361067,betweenness,1,0.348765,0.498141,12293,237405
152,20361067,pagerank,1,0.604808,0.652933,12293,237405
152,20361067,sm_betweenness,1,0.349608,0.370309,12293,237405
153,20361068,random,30,0.575223,0.586682,12405,236740
153,20361068,out_strength,1,0.202605,0.358601,12405,236740
153,20361068,in_strength,1,0.579098,0.626047,12405,236740
153,20361068,betweenness,1,0.347645,0.505396,12405,236740
153,20361068,pagerank,1,0.591112,0.649589,12405,236740
153,20361068,sm_betweenness,1,0.375792,0.379594,12405,236740
154,20361069,random,30,0.574606,0.586424,12425,236741
154,20361069,out_strength,1,0.202509,0.353885,12425,236741
154,20361069,in_strength,1,0.567324,0.60112,12425,236741
154,20361069,betweenness,1,0.339862,0.486219,12425,236741
154,20361069,pagerank,1,0.590395,0.644926,12425,236741
154,20361069,sm_betweenness,1,0.345068,0.355078,12425,236741
155,20361070,random,30,0.57483,0.58599,12426,237405
155,20361070,out_strength,1,0.200942,0.354136,12426,237405
155,20361070,in_strength,1,0.597156,0.63925,12426,237405
155,20361070,betweenness,1,0.344513,0.503316,12426,237405
155,20361070,pagerank,1,0.596696,0.6586,12426,237405
155,20361070,sm_betweenness,1,0.343026,0.37525,12426,237405
156,20361071,random,30,0.575872,0.585605,12352,237405
156,20361071,out_strength,1,0.204329,0.361481,12352,237405
156,20361071,in_strength,1,0.59699,0.651702,12352,237405
156,20361071,betweenness,1,0.34243,0.496881,12352,237405
156,20361071,pagerank,1,0.589355,0.63638,12352,237405
156,20361071,sm_betweenness,1,0.339433,0.362128,12352,237405
157,20361072,random,30,0.575459,0.586378,12392,236740
157,20361072,out_strength,1,0.203326,0.359034,12392,236740
157,20361072,in_strength,1,0.597387,0.63702,12392,236740
157,20361072,betweenness,1,0.345733,0.502842,12392,236740
157,20361072,pagerank,1,0.569856,0.617405,12392,236740
157,20361072,sm_betweenness,1,0.357698,0.369039,12392,236740
158,20361073,random,30,0.575601,0.585658,12399,237405
