null_index,seed,strategy,trials,auc_flow,auc_reachability,intact_flow,intact_pairs
158,20361073,out_strength,1,0.20295,0.357464,12399,237405
158,20361073,in_strength,1,0.594149,0.621717,12399,237405
158,20361073,betweenness,1,0.349767,0.501684,12399,237405
158,20361073,pagerank,1,0.592813,0.643845,12399,237405
158,20361073,sm_betweenness,1,0.345371,0.367136,12399,237405
159,20361074,random,30,0.576201,0.585996,12371,237405
159,20361074,out_strength,1,0.201602,0.358191,12371,237405
159,20361074,in_strength,1,0.601637,0.668225,12371,237405
159,20361074,betweenness,1,0.341619,0.505076,12371,237405
159,20361074,pagerank,1,0.59482,0.647087,12371,237405
159,20361074,sm_betweenness,1,0.371501,0.366816,12371,237405
160,20361075,random,30,0.575046,0.585751,12400,237405
160,20361075,out_strength,1,0.201673,0.35723,12400,237405
160,20361075,in_strength,1,0.589391,0.623712,12400,237405
160,20361075,betweenness,1,0.345247,0.510511,12400,237405
160,20361075,pagerank,1,0.591343,0.642405,12400,237405
160,20361075,sm_betweenness,1,0.361172,0.375387,12400,237405
161,20361076,random,30,0.574102,0.585435,12340,237405
161,20361076,out_strength,1,0.20223,0.353955,12340,237405
161,20361076,in_strength,1,0.592146,0.628748,12340,237405
161,20361076,betweenness,1,0.341935,0.499705,12340,237405
161,20361076,pagerank,1,0.598472,0.639238,12340,237405
161,20361076,sm_betweenness,1,0.342529,0.367075,12340,237405
162,20361077,random,30,0.574829,0.585932,12443,237405
162,20361077,out_strength,1,0.205135,0.363464,12443,237405
162,20361077,in_strength,1,0.601173,0.652621,12443,237405
162,20361077,betweenness,1,0.348242,0.4974,12443,237405
162,20361077,pagerank,1,0.603408,0.644693,12443,237405
162,20361077,sm_betweenness,1,0.346507,0.372076,12443,237405
163,20361078,random,30,0.574487,0.586199,12350,237405
163,20361078,out_strength,1,0.203784,0.358813,12350,237405
163,20361078,in_strength,1,0.585277,0.650414,12350,237405
163,20361078,betweenness,1,0.345973,0.498902,12350,237405
163,20361078,pagerank,1,0.597491,0.658206,12350,237405
163,20361078,sm_betweenness,1,0.336782,0.364079,12350,237405
164,20361079,random,30,0.575456,0.585932,12373,237405
164,20361079,out_strength,1,0.204995,0.359312,12373,237405
164,20361079,in_strength,1,0.578945,0.619025,12373,237405
164,20361079,betweenness,1,0.343664,0.492772,12373,237405
164,20361079,pagerank,1,0.592778,0.627849,12373,237405
164,20361079,sm_betweenness,1,0.365242,0.378661,12373,237405
165,20361080,random,30,0.574963,0.586009,12371,237405
165,20361080,out_strength,1,0.203336,0.357124,12371,237405
165,20361080,in_strength,1,0.59086,0.63247,12371,237405
165,20361080,betweenness,1,0.340905,0.491123,12371,237405
165,20361080,pagerank,1,0.605034,0.650113,12371,237405
165,20361080,sm_betweenness,1,0.351512,0.372742,12371,237405
166,20361081,random,30,0.575487,0.58549,12352,237405
166,20361081,out_strength,1,0.200883,0.357398,12352,237405
166,20361081,in_strength,1,0.58921,0.636803,12352,237405
166,20361081,betweenness,1,0.341336,0.488726,12352,237405
166,20361081,pagerank,1,0.595379,0.637439,12352,237405
166,20361081,sm_betweenness,1,0.33569,0.366246,12352,237405
167,20361082,random,30,0.575542,0.585872,12357,237405
167,20361082,out_strength,1,0.201209,0.356357,12357,237405
167,20361082,in_strength,1,0.588387,0.631187,12357,237405
167,20361082,betweenness,1,0.342908,0.499318,12357,237405
167,20361082,pagerank,1,0.591114,0.635273,12357,237405
167,20361082,sm_betweenness,1,0.342576,0.363558,12357,237405
168,20361083,random,30,0.576309,0.585535,12287,237405
168,20361083,out_strength,1,0.203586,0.357892,12287,237405
168,20361083,in_strength,1,0.607921,0.665185,12287,237405
168,20361083,betweenness,1,0.344252,0.500641,12287,237405
168,20361083,pagerank,1,0.595553,0.650851,12287,237405
168,20361083,sm_betweenness,1,0.333388,0.366753,12287,237405
169,20361084,random,30,0.57483,0.585557,12376,237405
169,20361084,out_strength,1,0.202106,0.355594,12376,237405
169,20361084,in_strength,1,0.595979,0.654327,12376,237405
169,20361084,betweenness,1,0.347485,0.488699,12376,237405
169,20361084,pagerank,1,0.589837,0.622886,12376,237405
169,20361084,sm_betweenness,1,0.342103,0.361887,12376,237405
170,20361085,random,30,0.575214,0.585827,12395,237405
170,20361085,out_strength,1,0.200925,0.359452,12395,237405
170,20361085,in_strength,1,0.593688,0.650202,12395,237405
170,20361085,betweenness,1,0.342115,0.507311,12395,237405
170,20361085,pagerank,1,0.594165,0.650746,12395,237405
170,20361085,sm_betweenness,1,0.34917,0.369844,12395,237405
171,20361086,random,30,0.575316,0.585236,12317,237405
171,20361086,out_strength,1,0.203753,0.358749,12317,237405
171,20361086,in_strength,1,0.615807,0.671073,12317,237405
171,20361086,betweenness,1,0.342779,0.499015,12317,237405
171,20361086,pagerank,1,0.592868,0.639025,12317,237405
171,20361086,sm_betweenness,1,0.329169,0.361299,12317,237405
172,20361087,random,30,0.574411,0.586188,12365,236740
172,20361087,out_strength,1,0.200625,0.358846,12365,236740
172,20361087,in_strength,1,0.602569,0.644466,12365,236740
172,20361087,betweenness,1,0.344506,0.513518,12365,236740
172,20361087,pagerank,1,0.605564,0.662182,12365,236740
172,20361087,sm_betweenness,1,0.327293,0.367575,12365,236740
173,20361088,random,30,0.574975,0.58564,12392,237405
173,20361088,out_strength,1,0.201219,0.354203,12392,237405
173,20361088,in_strength,1,0.576407,0.636179,12392,237405
173,20361088,betweenness,1,0.344562,0.498972,12392,237405
173,20361088,pagerank,1,0.593002,0.634643,12392,237405
173,20361088,sm_betweenness,1,0.33969,0.377615,12392,237405
174,20361089,random,30,0.575776,0.585794,12418,237405
174,20361089,out_strength,1,0.202693,0.353915,12418,237405
174,20361089,in_strength,1,0.591391,0.64672,12418,237405
174,20361089,betweenness,1,0.347414,0.502674,12418,237405
174,20361089,pagerank,1,0.587491,0.645894,12418,237405
174,20361089,sm_betweenness,1,0.369979,0.388603,12418,237405
175,20361090,random,30,0.57469,0.585881,12338,237405
175,20361090,out_strength,1,0.201822,0.357583,12338,237405
175,20361090,in_strength,1,0.598309,0.650502,12338,237405
175,20361090,betweenness,1,0.350486,0.50725,12338,237405
175,20361090,pagerank,1,0.594846,0.636855,12338,237405
175,20361090,sm_betweenness,1,0.33708,0.367765,12338,237405
176,20361091,random,30,0.575468,0.58563,12335,237405
176,20361091,out_strength,1,0.203672,0.356913,12335,237405
176,20361091,in_strength,1,0.593997,0.639132,12335,237405
176,20361091,betweenness,1,0.343612,0.498437,12335,237405
176,20361091,pagerank,1,0.592275,0.64233,12335,237405
176,20361091,sm_betweenness,1,0.352419,0.374586,12335,237405
177,20361092,random,30,0.57532,0.586005,12360,237405
177,20361092,out_strength,1,0.200432,0.355007,12360,237405
177,20361092,in_strength,1,0.590592,0.634191,12360,237405
177,20361092,betweenness,1,0.347169,0.501536,12360,237405
177,20361092,pagerank,1,0.586721,0.62868,12360,237405
177,20361092,sm_betweenness,1,0.358404,0.371392,12360,237405
178,20361093,random,30,0.574291,0.585899,12389,237405
178,20361093,out_strength,1,0.203931,0.358638,12389,237405
178,20361093,in_strength,1,0.597505,0.660509,12389,237405
178,20361093,betweenness,1,0.341437,0.493114,12389,237405
178,20361093,pagerank,1,0.603286,0.653669,12389,237405
178,20361093,sm_betweenness,1,0.355873,0.384145,12389,237405
179,20361094,random,30,0.574693,0.585864,12373,237405
179,20361094,out_strength,1,0.199028,0.349838,12373,237405
179,20361094,in_strength,1,0.592088,0.638958,12373,237405
179,20361094,betweenness,1,0.333839,0.486574,12373,237405
179,20361094,pagerank,1,0.597735,0.659168,12373,237405
179,20361094,sm_betweenness,1,0.354689,0.377746,12373,237405
180,20361095,random,30,0.574691,0.586287,12373,237405
180,20361095,out_strength,1,0.201903,0.357861,12373,237405
180,20361095,in_strength,1,0.592677,0.628058,12373,237405
180,20361095,betweenness,1,0.345881,0.504534,12373,237405
180,20361095,pagerank,1,0.582878,0.624905,12373,237405
180,20361095,sm_betweenness,1,0.360539,0.371893,12373,237405
181,20361096,random,30,0.575023,0.585799,12331,237405
181,20361096,out_strength,1,0.202405,0.354846,12331,237405
181,20361096,in_strength,1,0.596771,0.630364,12331,237405
181,20361096,betweenness,1,0.353618,0.504124,12331,237405
181,20361096,pagerank,1,0.590304,0.635036,12331,237405
181,20361096,sm_betweenness,1,0.362204,0.379697,12331,237405
182,20361097,random,30,0.574777,0.585994,12361,237405
182,20361097,out_strength,1,0.202859,0.35799,12361,237405
182,20361097,in_strength,1,0.589718,0.631749,12361,237405
182,20361097,betweenness,1,0.348866,0.50723,12361,237405
182,20361097,pagerank,1,0.582785,0.634049,12361,237405
182,20361097,sm_betweenness,1,0.34039,0.371036,12361,237405
183,20361098,random,30,0.574479,0.58518,12374,237405
183,20361098,out_strength,1,0.204474,0.358787,12374,237405
183,20361098,in_strength,1,0.599882,0.641852,12374,237405
183,20361098,betweenness,1,0.344662,0.506087,12374,237405
183,20361098,pagerank,1,0.566251,0.625866,12374,237405
183,20361098,sm_betweenness,1,0.347147,0.372887,12374,237405
184,20361099,random,30,0.575339,0.585814,12405,237405
184,20361099,out_strength,1,0.201774,0.358341,12405,237405
184,20361099,in_strength,1,0.595507,0.656385,12405,237405
184,20361099,betweenness,1,0.346507,0.487963,12405,237405
184,20361099,pagerank,1,0.59023,0.643556,12405,237405
184,20361099,sm_betweenness,1,0.351946,0.363013,12405,237405
185,20361100,random,30,0.574997,0.586139,12408,237405
185,20361100,out_strength,1,0.203769,0.362284,12408,237405
185,20361100,in_strength,1,0.615003,0.664261,12408,237405
185,20361100,betweenness,1,0.343647,0.491008,12408,237405
185,20361100,pagerank,1,0.589214,0.622162,12408,237405
185,20361100,sm_betweenness,1,0.367477,0.377428,12408,237405
186,20361101,random,30,0.574724,0.585952,12395,237405
186,20361101,out_strength,1,0.202334,0.355925,12395,237405
186,20361101,in_strength,1,0.585958,0.635979,12395,237405
186,20361101,betweenness,1,0.343521,0.497345,12395,237405
186,20361101,pagerank,1,0.583108,0.629708,12395,237405
186,20361101,sm_betweenness,1,0.345444,0.373181,12395,237405
187,20361102,random,30,0.575748,0.585848,12387,237405
187,20361102,out_strength,1,0.20224,0.361267,12387,237405
187,20361102,in_strength,1,0.591884,0.634156,12387,237405
187,20361102,betweenness,1,0.346977,0.50809,12387,237405
187,20361102,pagerank,1,0.587153,0.632985,12387,237405
187,20361102,sm_betweenness,1,0.352617,0.377517,12387,237405
188,20361103,random,30,0.575073,0.586095,12355,237405
188,20361103,out_strength,1,0.201787,0.357071,12355,237405
188,20361103,in_strength,1,0.597692,0.640166,12355,237405
188,20361103,betweenness,1,0.345545,0.490507,12355,237405
188,20361103,pagerank,1,0.588582,0.635796,12355,237405
188,20361103,sm_betweenness,1,0.352766,0.374207,12355,237405
189,20361104,random,30,0.57514,0.586126,12361,237405
189,20361104,out_strength,1,0.201577,0.357238,12361,237405
189,20361104,in_strength,1,0.589272,0.623148,12361,237405
189,20361104,betweenness,1,0.346642,0.501493,12361,237405
189,20361104,pagerank,1,0.590647,0.633766,12361,237405
189,20361104,sm_betweenness,1,0.351058,0.370732,12361,237405
190,20361105,random,30,0.575556,0.586064,12356,237405
190,20361105,out_strength,1,0.203492,0.356771,12356,237405
190,20361105,in_strength,1,0.5831,0.623195,12356,237405
190,20361105,betweenness,1,0.341433,0.500199,12356,237405
190,20361105,pagerank,1,0.591815,0.637571,12356,237405
190,20361105,sm_betweenness,1,0.344155,0.362404,12356,237405
191,20361106,random,30,0.575276,0.586198,12358,236740
191,20361106,out_strength,1,0.199232,0.354616,12358,236740
191,20361106,in_strength,1,0.601442,0.638257,12358,236740
191,20361106,betweenness,1,0.345167,0.496664,12358,236740
191,20361106,pagerank,1,0.593571,0.65034,12358,236740
191,20361106,sm_betweenness,1,0.355293,0.362628,12358,236740
192,20361107,random,30,0.574828,0.586269,12360,237405
192,20361107,out_strength,1,0.203449,0.361463,12360,237405
192,20361107,in_strength,1,0.608761,0.650735,12360,237405
192,20361107,betweenness,1,0.345002,0.509742,12360,237405
192,20361107,pagerank,1,0.603207,0.668636,12360,237405
192,20361107,sm_betweenness,1,0.358219,0.37494,12360,237405
193,20361108,random,30,0.575604,0.58579,12319,237405
193,20361108,out_strength,1,0.199799,0.353947,12319,237405
193,20361108,in_strength,1,0.605731,0.643663,12319,237405
193,20361108,betweenness,1,0.345549,0.499571,12319,237405
193,20361108,pagerank,1,0.582346,0.629413,12319,237405
193,20361108,sm_betweenness,1,0.351397,0.373406,12319,237405
194,20361109,random,30,0.575115,0.585679,12367,237405
194,20361109,out_strength,1,0.201174,0.360016,12367,237405
194,20361109,in_strength,1,0.583258,0.62958,12367,237405
194,20361109,betweenness,1,0.346559,0.508702,12367,237405
194,20361109,pagerank,1,0.585524,0.621567,12367,237405
194,20361109,sm_betweenness,1,0.352254,0.368824,12367,237405
195,20361110,random,30,0.57524,0.586191,12332,237405
195,20361110,out_strength,1,0.202396,0.353005,12332,237405
195,20361110,in_strength,1,0.600715,0.639553,12332,237405
195,20361110,betweenness,1,0.344462,0.501197,12332,237405
195,20361110,pagerank,1,0.596225,0.651998,12332,237405
195,20361110,sm_betweenness,1,0.350153,0.371822,12332,237405
196,20361111,random,30,0.575116,0.585975,12389,237405
196,20361111,out_strength,1,0.201871,0.354528,12389,237405
196,20361111,in_strength,1,0.579211,0.62565,12389,237405
196,20361111,betweenness,1,0.348778,0.502631,12389,237405
196,20361111,pagerank,1,0.582304,0.637661,12389,237405
196,20361111,sm_betweenness,1,0.37017,0.375049,12389,237405
197,20361112,random,30,0.575499,0.586066,12393,237405
197,20361112,out_strength,1,0.201384,0.356669,12393,237405
197,20361112,in_strength,1,0.593891,0.650749,12393,237405
197,20361112,betweenness,1,0.345624,0.499324,12393,237405
197,20361112,pagerank,1,0.583406,0.639092,12393,237405
197,20361112,sm_betweenness,1,0.340366,0.375624,12393,237405
198,20361113,random,30,0.574776,0.586004,12354,237405
198,20361113,out_strength,1,0.204935,0.36376,12354,237405
198,20361113,in_strength,1,0.595158,0.646264,12354,237405
198,20361113,betweenness,1,0.338609,0.493409,12354,237405
198,20361113,pagerank,1,0.59359,0.639451,12354,237405
198,20361113,sm_betweenness,1,0.354574,0.375692,12354,237405
199,20361114,random,30,0.574655,0.585783,12349,237405
199,20361114,out_strength,1,0.201941,0.355458,12349,237405
199,20361114,in_strength,1,0.58432,0.639126,12349,237405
199,20361114,betweenness,1,0.348791,0.508186,12349,237405
199,20361114,pagerank,1,0.583005,0.62724,12349,237405
199,20361114,sm_betweenness,1,0.378808,0.382245,12349,237405
